Episode,Avg Reward,Total Tasks,Episode Time,WalkToWrongShelf(-0),PickRequested(+0.1),PickUnrequired(-0.05),ReturnAfterDelivery(+0.5),DeliverToGoal(+4.0),DropWrong(-0.1),ActorLoss,CriticLoss,Entropy
1,0.6,1,1.16658616065979,0,3,36,0,1,2,-0.01711418552979551,0.004276806292440321,1.6027255201781236
2,-0.3125,0,1.0691332817077637,0,2,25,0,0,2,-0.025964964431262127,0.003218434262493168,1.6010804121141082
3,-0.48750000000000004,0,0.9910485744476318,0,0,39,0,0,0,-0.019184779030857264,0.003090709011783272,1.5976220269997912
4,-0.19,0,1.0135209560394287,0,7,29,0,0,6,-0.012406966010867444,0.0025305969551416597,1.5991914879392692
5,-0.36250000000000004,0,0.9876060485839844,0,7,29,0,0,7,-0.02197296539735463,0.0014572435736926398,1.6039264422875863
6,-0.36250000000000004,0,0.9573099613189697,0,1,29,0,0,1,-0.02662835087351225,0.002965765287829082,1.6006362548580877
7,-0.33749999999999997,0,0.9921391010284424,0,5,27,0,0,5,-0.013765650447802964,0.0010764129205225017,1.603506361996686
8,-0.27499999999999997,0,0.962587833404541,0,3,22,0,0,3,-0.022483713105665864,0.000934337685394995,1.6002790740242712
9,-0.3675,0,1.0150744915008545,0,5,30,0,0,5,-0.013230068384911175,0.0022109048753480706,1.6002705671169142
10,-0.2875,0,0.9546127319335938,0,13,23,0,0,13,-0.019834574631035877,0.0023645664325210357,1.5995337046958782
11,-0.275,0,0.995147705078125,0,0,22,0,0,0,-0.021513040634562018,0.0007562662550220583,1.6013463271988764
12,-0.42500000000000004,0,0.9492473602294922,0,0,34,0,0,0,-0.015774033748096338,0.000776855723615501,1.604186358275237
13,-0.36249999999999993,0,0.9884891510009766,0,0,29,0,0,0,-0.022319317985050102,0.0008173687751033122,1.601484881507026
14,-0.25,0,0.9735684394836426,0,0,20,0,0,0,-0.008746577728608693,0.0004425602163471431,1.6021139721075695
15,0.8000000000000004,1,0.9829773902893066,0,6,31,1,1,5,-0.025726167028079984,0.0009724827274624204,1.6026649375756583
16,1.09,1,0.9255824089050293,0,3,17,0,1,2,-0.014954065904021263,0.0007246522049956104,1.6040541066063774
17,0.9875000000000003,1,0.9690439701080322,0,8,44,1,1,6,0.27985652489587665,0.7128036340239013,1.6032631871876895
18,-0.6250000000000001,0,0.9494655132293701,0,4,50,0,0,4,-0.03363094620268654,0.0011545764877102936,1.6021261060679401
19,-0.375,0,1.0310320854187012,0,0,30,0,0,0,-0.02393600146320683,0.0008445289875551351,1.6013196938567693
20,-0.17500000000000002,0,0.9534721374511719,0,0,14,0,0,0,-0.01612595552406101,0.000540600810343749,1.6016978433838598
21,-0.33749999999999997,0,0.9966721534729004,0,0,27,0,0,0,-0.020496723940595984,0.001010514834822293,1.602310742493029
22,-0.1925,0,1.0065326690673828,0,6,19,0,0,6,-0.017526668289469347,0.0010505063491962382,1.6022335875917364
23,-0.275,0,1.0068674087524414,0,1,22,0,0,1,-0.01718676451559144,0.0007898367350395494,1.6017857536121651
24,-0.5125000000000001,0,0.9723680019378662,0,2,41,0,0,2,-0.011121534009429591,0.0005166408979076683,1.6033938935509435
25,-0.06249999999999983,0,0.9730634689331055,0,3,41,0,0,3,-0.012873418068651247,0.0005178734686429795,1.60406392371213
26,-0.625,0,0.9319720268249512,0,6,50,0,0,6,-0.01834313794798045,0.0014924857981431692,1.601017404485632
27,-0.19500000000000003,0,0.9337575435638428,0,2,23,0,0,1,-0.021598760642249276,0.0013891173498366157,1.602330716671767
28,-0.1975000000000001,0,0.9532139301300049,0,1,29,0,0,0,-0.01628242446006172,0.0007105986036048374,1.604506990423909
29,-0.1375,0,0.9895906448364258,0,0,11,0,0,0,-0.014061229898490839,0.0004131063491627445,1.6029169250417639
30,-0.6000000000000001,0,0.9983470439910889,0,1,48,0,0,1,-0.02143522578774503,0.0007549794805005708,1.6026844371248175
31,-0.2875,0,0.9493262767791748,0,8,25,0,0,7,-0.012647213328077835,0.0012138286079235686,1.605110827419493
32,-0.42499999999999993,0,0.9883906841278076,0,1,34,0,0,1,-0.014731958784438944,0.00045888595485641965,1.6046742222927235
33,-0.385,0,0.9304583072662354,0,7,35,0,0,7,-0.018718523464889992,0.0005560655866119284,1.6023584869172838
34,-0.42500000000000004,0,0.9870929718017578,0,0,34,0,0,0,-0.01209328784952285,0.00042830502708575055,1.6013612416055467
35,-0.42500000000000004,0,0.938725471496582,0,0,34,0,0,0,-0.02028466574847698,0.0005553284826577419,1.6014632008693837
36,-0.1875,0,0.94801926612854,0,2,15,0,0,2,-0.009714701532006816,0.0002200231261155555,1.60201621165982
37,-0.475,0,0.963679313659668,0,11,38,0,0,11,-0.007858660235932027,0.0006966889591756739,1.601656220577381
38,-0.1925,0,0.8998653888702393,0,9,22,0,0,8,-0.016406837186810595,0.00031610736348306633,1.6013793525872408
39,-0.4625,0,1.056936264038086,0,4,37,0,0,4,-0.018239727373131447,0.0004451693818247759,1.6033298638131885
40,-0.27499999999999997,0,0.9849333763122559,0,10,22,0,0,10,-0.01293105832128613,0.00030669880465361565,1.6012378147354833
41,-0.575,0,0.9816431999206543,0,0,46,0,0,0,-0.024245313894762484,0.0004470547239902897,1.6039506439809446
42,-0.1275,0,0.9681403636932373,0,3,17,0,0,2,-0.013688302012505354,0.00026965239921679016,1.6053068108028836
43,-0.4125,0,1.1238255500793457,0,1,33,0,0,1,-0.01602075514556081,0.00022034483480716258,1.6037112540668912
