Episode,Avg Reward,Total Tasks,Episode Time,WalkToWrongShelf(-0),PickRequested(+0.5),PickUnrequired(-0),ReturnAfterDelivery(+0.5),DeliverToGoal(+3.0),DropWrong(-0)
74,0.5600000000000003,0,0.7229270935058594,0,1,0,0,0,0
75,0.125,0,0.6748917102813721,0,1,0,0,0,0
76,1.6950000000000003,0,0.6964895725250244,0,6,0,0,1,0
77,0.53,0,0.7231307029724121,0,4,0,0,0,0
78,2.1750000000000007,0,0.6514401435852051,0,8,0,0,1,0
79,0.375,0,0.7199711799621582,0,3,0,0,0,0
80,0.375,0,0.661505937576294,0,3,0,0,0,0
81,2.3799999999999994,0,0.6738100051879883,0,10,0,0,0,0
82,0.625,0,0.7216413021087646,0,5,0,0,0,0
83,1.8250000000000002,0,0.6731467247009277,0,5,0,1,1,0
84,0.75,0,0.6719253063201904,0,6,0,0,0,0
85,1.5150000000000003,0,0.7166597843170166,0,2,0,0,1,0
86,0.0,0,0.6633584499359131,0,0,0,0,0,0
87,0.875,0,0.6595628261566162,0,7,0,0,0,0
88,0.0,0,0.7221295833587646,0,0,0,0,0,0
89,0.125,0,0.6660447120666504,0,1,0,0,0,0
90,0.395,0,0.6716668605804443,0,3,0,0,0,0
91,0.875,0,0.7612814903259277,0,7,0,0,0,0
92,0.25,0,0.6935040950775146,0,2,0,0,0,0
93,0.625,0,0.7112905979156494,0,5,0,0,0,0
94,1.79,0,0.7354578971862793,0,6,0,0,1,0
95,0.375,0,0.6937954425811768,0,3,0,0,0,0
96,0.125,0,0.7535221576690674,0,1,0,0,0,0
97,0.25,0,0.7090067863464355,0,2,0,0,0,0
98,0.625,0,0.6900577545166016,0,5,0,0,0,0
99,2.4250000000000007,0,0.7377519607543945,0,6,0,0,1,0
100,2.775,0,0.6980068683624268,0,14,0,0,0,0
101,0.375,0,0.753997802734375,0,3,0,0,0,0
102,0.375,0,0.7149426937103271,0,3,0,0,0,0
103,2.694999999999998,0,0.6769590377807617,0,9,0,0,0,0
104,1.27,0,0.7380197048187256,0,10,0,0,0,0
105,0.5,0,0.722226619720459,0,4,0,0,0,0
106,1.1600000000000001,0,0.6883485317230225,0,8,0,0,0,0
107,0.125,0,0.7438287734985352,0,1,0,0,0,0
108,1.3650000000000007,0,0.6837763786315918,0,6,0,0,0,0
109,0.21499999999999997,0,0.6721231937408447,0,1,0,0,0,0
110,0.9050000000000001,0,0.7605934143066406,0,4,0,0,0,0
111,0.0,0,0.70741868019104,0,0,0,0,0,0
112,1.375,0,0.7058024406433105,0,11,0,0,0,0
113,1.6550000000000002,0,0.7342331409454346,0,10,0,0,0,0
114,1.125,0,0.6976690292358398,0,3,0,0,1,0
115,0.0,0,0.667494535446167,0,0,0,0,0,0
116,2.5800000000000005,0,0.7470722198486328,0,7,0,0,1,0
117,0.125,0,0.7178356647491455,0,1,0,0,0,0
118,1.32,0,0.6919198036193848,0,4,0,0,0,0
119,1.7949999999999993,0,0.7829749584197998,0,2,0,0,0,0
120,1.4149999999999994,0,0.6920416355133057,0,9,0,0,0,0
121,1.645,0,0.7087140083312988,0,6,0,0,1,0
122,2.079999999999999,0,0.7509725093841553,0,3,0,0,0,0
123,0.125,0,0.672128438949585,0,1,0,0,0,0
124,0.0,0,0.7330644130706787,0,0,0,0,0,0
125,0.8200000000000002,0,0.6985712051391602,0,5,0,0,0,0
126,0.125,0,0.6678457260131836,0,1,0,0,0,0
127,0.5,0,0.7785680294036865,0,4,0,0,0,0
128,0.75,0,0.6828765869140625,0,6,0,0,0,0
129,0.6050000000000002,0,0.6999506950378418,0,2,0,0,0,0
130,0.25,0,0.7279677391052246,0,2,0,0,0,0
131,0.0,0,0.67417311668396,0,0,0,0,0,0
132,1.405,0,0.70493483543396,0,4,0,1,1,0
133,0.25,0,0.7339081764221191,0,2,0,0,0,0
134,0.25,0,0.7282330989837646,0,2,0,0,0,0
135,0.875,0,0.7606625556945801,0,7,0,0,0,0
136,0.625,0,0.7108962535858154,0,5,0,0,0,0
137,0.5,0,0.7043535709381104,0,4,0,0,0,0
138,0.9550000000000006,0,0.7533597946166992,0,2,0,0,0,0
139,0.3750000000000001,0,0.7015278339385986,0,1,0,0,0,0
140,1.0,0,0.7252418994903564,0,1,0,1,1,0
141,3.529999999999998,0,0.7705481052398682,0,3,0,0,0,0
142,0.25,0,0.7075436115264893,0,2,0,0,0,0
143,1.8200000000000005,0,0.7373809814453125,0,5,0,0,1,0
144,0.375,0,0.695091962814331,0,3,0,0,0,0
145,0.75,0,0.6915199756622314,0,6,0,0,0,0
146,0.875,0,0.7668297290802002,0,7,0,0,0,0
147,1.1400000000000001,0,0.6839237213134766,0,9,0,0,0,0
148,0.0,0,0.7400732040405273,0,0,0,0,0,0
149,1.7650000000000001,0,0.7616238594055176,0,7,0,0,1,0
150,1.6700000000000004,0,0.7085142135620117,0,11,0,0,0,0
151,0.125,0,0.7429149150848389,0,1,0,0,0,0
152,1.5,0,0.7564184665679932,0,12,0,0,0,0
153,1.125,0,0.7346913814544678,0,9,0,0,0,0
154,0.0,0,0.7015190124511719,0,0,0,0,0,0
155,0.0,0,0.7455799579620361,0,0,0,0,0,0
156,3.5650000000000004,0,0.6995673179626465,0,13,0,0,1,0
157,1.7249999999999999,0,0.6611731052398682,0,13,0,0,0,0
158,0.0,0,0.7599034309387207,0,0,0,0,0,0
159,0.125,0,0.7188656330108643,0,1,0,0,0,0
160,2.135,0,0.7528610229492188,0,7,0,0,0,0
161,0.5750000000000001,0,0.6931431293487549,0,4,0,0,0,0
162,1.2649999999999997,0,0.70273756980896,0,4,0,0,0,0
163,1.8999999999999995,0,0.783240795135498,0,11,0,0,0,0
164,0.8250000000000001,0,0.7318069934844971,0,6,0,0,0,0
165,2.2650000000000006,0,0.687577486038208,0,9,0,0,1,0
166,0.75,0,0.7832098007202148,0,6,0,0,0,0
167,1.59,0,0.7306110858917236,0,4,0,0,0,0
168,0.125,0,0.7940900325775146,0,1,0,0,0,0
169,0.5,0,0.700613260269165,0,4,0,0,0,0
170,2.0149999999999997,0,0.7072300910949707,0,1,0,0,1,0
171,0.625,0,0.7616243362426758,0,5,0,0,0,0
172,0.675,0,0.7473037242889404,0,5,0,0,0,0
173,1.8600000000000005,0,0.725062370300293,0,8,0,0,0,0
174,0.875,0,0.7811830043792725,0,7,0,0,0,0
175,0.5,0,0.6926455497741699,0,4,0,0,0,0
176,3.705,0,0.7457373142242432,0,14,0,0,1,0
177,0.28,0,0.7755253314971924,0,2,0,0,0,0
178,0.0,0,0.7259893417358398,0,0,0,0,0,0
179,2.6799999999999997,0,0.7140207290649414,0,11,0,0,0,0
180,0.51,0,0.7388050556182861,0,4,0,0,0,0
181,2.63,0,0.6922838687896729,0,15,0,0,1,0
182,1.0,0,0.7174468040466309,0,8,0,0,0,0
183,0.5,0,0.7363574504852295,0,4,0,0,0,0
184,3.31,0,0.7090270519256592,0,11,0,0,0,0
185,1.5550000000000002,0,0.7335784435272217,0,3,0,0,0,0
186,0.375,0,0.6835770606994629,0,3,0,0,0,0
187,0.0,0,0.7425429821014404,0,0,0,0,0,0
188,1.125,0,0.7585525512695312,0,3,0,0,1,0
189,1.9949999999999997,0,0.7361748218536377,0,8,0,0,1,0
190,0.25,0,0.7441685199737549,0,2,0,0,0,0
191,0.0,0,0.7049827575683594,0,0,0,0,0,0
192,0.125,0,0.6831495761871338,0,1,0,0,0,0
193,1.0600000000000003,0,0.7430851459503174,0,6,0,0,0,0
194,0.0,0,0.7063672542572021,0,0,0,0,0,0
195,0.375,0,0.6953849792480469,0,3,0,0,0,0
196,0.0,0,0.7654764652252197,0,0,0,0,0,0
197,0.8900000000000002,0,0.7198004722595215,0,2,0,0,0,0
198,0.125,0,0.7210392951965332,0,1,0,0,0,0
199,0.0,0,0.7569968700408936,0,0,0,0,0,0
200,1.75,0,0.6963956356048584,0,14,0,0,0,0
201,1.7800000000000002,0,0.7716763019561768,0,4,0,0,1,0
202,1.5600000000000005,0,0.6994364261627197,0,5,0,0,0,0
203,2.425,0,0.7065882682800293,0,13,0,0,1,0
204,0.125,0,0.7731332778930664,0,1,0,0,0,0
205,1.3000000000000003,0,0.7711467742919922,0,8,0,0,0,0
206,0.535,0,0.7225096225738525,0,4,0,0,0,0
207,0.25,0,0.7620844841003418,0,2,0,0,0,0
208,1.8000000000000005,0,0.7020721435546875,0,8,0,0,0,0
209,0.9800000000000004,0,0.7473762035369873,0,4,0,0,0,0
210,0.8200000000000001,0,0.6851730346679688,0,5,0,0,0,0
211,0.81,0,0.7129819393157959,0,6,0,0,0,0
212,0.625,0,0.7423057556152344,0,5,0,0,0,0
213,0.8850000000000006,0,0.7000277042388916,0,1,0,0,0,0
214,0.5,0,0.6850934028625488,0,4,0,0,0,0
215,0.125,0,0.7386336326599121,0,1,0,0,0,0
216,2.639999999999999,0,0.698678731918335,0,3,0,0,1,0
217,0.625,0,0.7025628089904785,0,5,0,0,0,0
218,2.175,0,0.7330234050750732,0,2,0,0,1,0
219,0.125,0,0.6805973052978516,0,1,0,0,0,0
220,2.38,0,0.7583694458007812,0,7,0,0,0,0
221,0.25,0,0.7010073661804199,0,2,0,0,0,0
222,0.375,0,0.6937129497528076,0,3,0,0,0,0
223,0.7400000000000004,0,0.7668061256408691,0,1,0,0,0,0
224,0.75,0,0.7125039100646973,0,6,0,0,0,0
225,0.125,0,0.7028894424438477,0,1,0,0,0,0
226,0.0,0,0.7709028720855713,0,0,0,0,0,0
227,1.125,0,0.6976828575134277,0,9,0,0,0,0
228,2.01,0,0.751640796661377,0,1,0,0,1,0
229,1.2050000000000005,0,0.7278730869293213,0,6,0,0,0,0
230,0.25,0,0.7344095706939697,0,2,0,0,0,0
231,0.125,0,0.7583141326904297,0,1,0,0,0,0
232,0.20500000000000007,0,0.7002372741699219,0,1,0,0,0,0
233,0.5,0,0.6973631381988525,0,4,0,0,0,0
234,0.875,0,0.7519659996032715,0,7,0,0,0,0
235,4.094999999999999,0,0.7196569442749023,0,2,0,0,0,0
236,1.8250000000000006,0,0.7929983139038086,0,4,0,0,1,0
237,0.125,0,0.7009329795837402,0,1,0,0,0,0
238,1.375,0,0.6790516376495361,0,11,0,0,0,0
239,0.125,0,0.790407657623291,0,1,0,0,0,0
240,3.3999999999999995,0,0.7339508533477783,0,9,0,0,0,0
241,0.0,0,0.6970920562744141,0,0,0,0,0,0
242,0.125,0,0.7439732551574707,0,1,0,0,0,0
243,0.125,0,0.743079423904419,0,1,0,0,0,0
244,2.0300000000000002,0,0.7116513252258301,0,10,0,0,1,0
245,1.0200000000000005,0,0.7466363906860352,0,5,0,0,0,0
246,3.6350000000000007,0,0.6920480728149414,0,7,0,0,0,0
247,2.1400000000000006,0,0.7072489261627197,0,7,0,0,1,0
248,1.335,0,0.7781956195831299,0,3,0,1,1,0
249,0.5,0,0.7113552093505859,0,4,0,0,0,0
250,0.25,0,0.6810686588287354,0,2,0,0,0,0
251,2.044999999999999,0,0.7669789791107178,0,4,0,0,0,0
252,4.2299999999999995,0,0.6843879222869873,0,10,0,0,1,0
253,0.0,0,0.768477201461792,0,0,0,0,0,0
254,0.875,0,0.7079355716705322,0,7,0,0,0,0
255,1.125,0,0.7021458148956299,0,3,0,0,1,0
256,1.4050000000000002,0,0.7425882816314697,0,7,0,0,0,0
257,0.25,0,0.6913537979125977,0,2,0,0,0,0
258,1.25,0,0.6865034103393555,0,4,0,0,1,0
259,0.0,0,0.7448387145996094,0,0,0,0,0,0
260,0.42000000000000015,0,0.689265251159668,0,1,0,0,0,0
261,0.125,0,0.7158679962158203,0,1,0,0,0,0
262,1.03,0,0.7417237758636475,0,8,0,0,0,0
263,2.46,0,0.7183265686035156,0,11,0,1,1,0
264,1.1400000000000001,0,0.757570743560791,0,9,0,0,0,0
265,0.625,0,0.69692063331604,0,5,0,0,0,0
266,1.63,0,0.6822988986968994,0,7,0,0,1,0
267,1.0,0,0.7702755928039551,0,8,0,0,0,0
268,1.83,0,0.6901454925537109,0,8,0,0,1,0
269,0.0,0,0.7042999267578125,0,0,0,0,0,0
270,0.25,0,0.7445147037506104,0,2,0,0,0,0
271,1.895,0,0.6848592758178711,0,7,0,1,1,0
272,0.0,0,0.7397193908691406,0,0,0,0,0,0
273,0.0,0,0.6982924938201904,0,0,0,0,0,0
274,0.375,0,0.69663405418396,0,3,0,0,0,0
275,1.125,0,0.7836928367614746,0,9,0,0,0,0
276,2.4899999999999993,0,0.7192604541778564,0,5,0,1,2,0
277,0.375,0,0.7097349166870117,0,3,0,0,0,0
278,0.875,0,0.7552621364593506,0,7,0,0,0,0
279,1.5000000000000004,0,0.6836066246032715,0,6,0,0,0,0
280,0.25,0,0.6952247619628906,0,2,0,0,0,0
281,0.875,0,0.7916254997253418,0,7,0,0,0,0
282,0.75,0,0.7168257236480713,0,6,0,0,0,0
283,3.1649999999999996,0,0.7680943012237549,0,15,0,0,0,0
284,1.9399999999999986,0,0.7036576271057129,0,4,0,0,0,0
285,1.5,0,0.6886000633239746,0,12,0,0,0,0
286,0.25,0,0.7538981437683105,0,2,0,0,0,0
287,0.125,0,0.727860689163208,0,1,0,0,0,0
288,0.125,0,0.7144019603729248,0,1,0,0,0,0
289,1.499999999999999,0,0.7702066898345947,0,1,0,0,0,0
290,1.0,0,0.6982574462890625,0,8,0,0,0,0
291,0.625,0,0.6979961395263672,0,5,0,0,0,0
292,0.25,0,0.7078046798706055,0,2,0,0,0,0
293,0.0,0,0.6372108459472656,0,0,0,0,0,0
294,0.125,0,0.6879758834838867,0,1,0,0,0,0
295,0.125,0,0.7603938579559326,0,1,0,0,0,0
296,1.4500000000000002,0,0.7021682262420654,0,4,0,0,1,0
297,0.375,0,0.724069356918335,0,3,0,0,0,0
298,0.125,0,0.7339062690734863,0,1,0,0,0,0
299,1.125,0,0.6962864398956299,0,3,0,0,1,0
300,1.125,0,0.6945905685424805,0,9,0,0,0,0
301,0.0,0,0.7339115142822266,0,0,0,0,0,0
302,1.4550000000000005,0,0.6811366081237793,0,5,0,0,0,0
303,1.25,0,0.7441897392272949,0,4,0,0,1,0
304,0.895,0,0.6842091083526611,0,7,0,0,0,0
305,1.375,0,0.6901493072509766,0,11,0,0,0,0
306,0.9,0,0.7148315906524658,0,7,0,0,0,0
307,0.75,0,0.70015549659729,0,6,0,0,0,0
308,0.125,0,0.694939136505127,0,1,0,0,0,0
309,0.75,0,0.7313969135284424,0,6,0,0,0,0
310,0.89,0,0.7114052772521973,0,6,0,0,0,0
311,0.0,0,0.6843578815460205,0,0,0,0,0,0
312,0.375,0,0.7549076080322266,0,3,0,0,0,0
313,1.18,0,0.689417839050293,0,2,0,0,0,0
314,0.5,0,0.7636632919311523,0,4,0,0,0,0
315,1.6599999999999993,0,0.6848607063293457,0,3,0,0,0,0
316,0.375,0,0.6861937046051025,0,3,0,0,0,0
317,0.25,0,0.7295534610748291,0,2,0,0,0,0
318,1.375,0,0.7216596603393555,0,11,0,0,0,0
319,0.25,0,0.6814043521881104,0,2,0,0,0,0
320,0.9800000000000001,0,0.7430930137634277,0,7,0,0,0,0
321,0.0,0,0.7090511322021484,0,0,0,0,0,0
322,1.125,0,0.7110097408294678,0,9,0,0,0,0
323,1.0,0,0.762073278427124,0,8,0,0,0,0
324,1.9149999999999998,0,0.6988770961761475,0,12,0,0,0,0
325,0.75,0,0.7268004417419434,0,6,0,0,0,0
326,0.75,0,0.6996376514434814,0,6,0,0,0,0
327,1.125,0,0.70151686668396,0,9,0,0,0,0
328,0.7850000000000005,0,0.751636266708374,0,2,0,0,0,0
329,1.3000000000000003,0,0.68892502784729,0,6,0,0,0,0
330,0.375,0,0.6954922676086426,0,3,0,0,0,0
331,2.0150000000000006,0,0.7595961093902588,0,7,0,0,1,0
332,1.0000000000000007,0,0.6852245330810547,0,1,0,0,0,0
333,1.42,0,0.7032570838928223,0,3,0,0,0,0
334,3.0100000000000002,0,0.7436120510101318,0,14,0,0,1,0
335,1.54,0,0.6763269901275635,0,12,0,0,0,0
336,0.9650000000000004,0,0.6810517311096191,0,4,0,0,0,0
337,0.7050000000000001,0,0.7068526744842529,0,3,0,0,0,0
338,1.7249999999999994,0,0.6649734973907471,0,7,0,0,0,0
339,1.35,0,0.71014404296875,0,3,0,0,1,0
340,1.3699999999999994,0,0.741992712020874,0,4,0,0,0,0
341,0.125,0,0.665989875793457,0,1,0,0,0,0
342,1.9550000000000005,0,0.6704704761505127,0,6,0,0,1,0
343,0.875,0,0.7252273559570312,0,7,0,0,0,0
344,0.25,0,0.6770317554473877,0,2,0,0,0,0
345,0.25,0,0.7054920196533203,0,2,0,0,0,0
346,1.605,0,0.7057223320007324,0,10,0,0,0,0
347,0.875,0,0.7093157768249512,0,7,0,0,0,0
348,0.0,0,0.7067737579345703,0,0,0,0,0,0
349,2.145,0,0.7708539962768555,0,2,0,0,1,0
350,0.6400000000000002,0,0.6679732799530029,0,3,0,0,0,0
351,0.625,0,0.6613945960998535,0,5,0,0,0,0
352,1.0,0,0.748976469039917,0,8,0,0,0,0
353,1.4699999999999995,0,0.6837174892425537,0,2,0,0,0,0
354,4.399999999999998,0,0.6775283813476562,0,3,0,0,0,0
355,2.784999999999998,0,0.7547276020050049,0,7,0,0,0,0
356,0.375,0,0.6674118041992188,0,3,0,0,0,0
357,1.9699999999999982,0,0.7005400657653809,0,11,0,0,0,0
358,1.9949999999999992,0,0.7420754432678223,0,2,0,0,0,0
359,4.74,0,0.6739542484283447,0,25,0,0,1,0
360,1.8850000000000007,0,0.6768300533294678,0,7,0,0,0,0
361,2.6049999999999995,0,0.7293851375579834,0,7,0,0,1,0
362,0.125,0,0.6570396423339844,0,1,0,0,0,0
363,0.125,0,0.6915910243988037,0,1,0,0,0,0
364,2.6600000000000006,0,0.7347841262817383,0,18,0,0,0,0
365,2.6750000000000003,0,0.7063174247741699,0,6,0,0,2,0
366,0.0,0,0.7157533168792725,0,0,0,0,0,0
367,2.16,0,0.7311608791351318,0,3,0,0,1,0
368,2.51,0,0.6856241226196289,0,8,0,0,0,0
369,0.5,0,0.746624231338501,0,4,0,0,0,0
370,1.3350000000000002,0,0.7108175754547119,0,3,0,0,1,0
371,0.125,0,0.686213493347168,0,1,0,0,0,0
372,0.75,0,0.7281966209411621,0,6,0,0,0,0
373,2.175,0,0.6777300834655762,0,7,0,1,1,0
374,1.4350000000000003,0,0.7031009197235107,0,1,0,1,1,0
375,2.6849999999999996,0,0.7603819370269775,0,13,0,0,0,0
376,1.5700000000000003,0,0.716768741607666,0,9,0,0,0,0
377,0.44999999999999996,0,0.7117123603820801,0,3,0,0,0,0
378,0.5,0,0.7549440860748291,0,4,0,0,0,0
379,3.334999999999999,0,0.7004075050354004,0,12,0,0,0,0
380,1.0,0,0.6971147060394287,0,8,0,0,0,0
381,1.1900000000000004,0,0.731297492980957,0,6,0,0,0,0
382,1.01,0,0.6848914623260498,0,7,0,0,0,0
383,0.25,0,0.6825666427612305,0,2,0,0,0,0
384,0.29000000000000004,0,0.734433650970459,0,2,0,0,0,0
385,0.375,0,0.6898822784423828,0,3,0,0,0,0
386,0.6000000000000002,0,0.7447552680969238,0,2,0,0,0,0
387,1.6900000000000004,0,0.6828134059906006,0,2,0,1,1,0
388,0.145,0,0.7083356380462646,0,1,0,0,0,0
389,0.0,0,0.7499556541442871,0,0,0,0,0,0
390,4.16,0,0.7131485939025879,0,5,0,1,1,0
391,0.375,0,0.6689343452453613,0,3,0,0,0,0
392,0.9900000000000002,0,0.7027356624603271,0,4,0,0,0,0
393,0.27,0,0.676795244216919,0,2,0,0,0,0
394,1.8300000000000005,0,0.6771142482757568,0,2,0,1,1,0
395,2.9749999999999983,0,0.7107703685760498,0,4,0,1,1,0
396,1.25,0,0.721350908279419,0,10,0,0,0,0
397,0.3900000000000001,0,0.791395902633667,0,2,0,0,0,0
398,1.02,0,0.6574888229370117,0,2,0,0,1,0
399,1.145,0,0.6645357608795166,0,9,0,0,0,0
400,1.4049999999999991,0,0.7179214954376221,0,2,0,0,0,0
401,0.5,0,0.6957952976226807,0,4,0,0,0,0
402,3.8249999999999997,0,0.7302696704864502,0,3,0,0,1,0
403,1.6100000000000005,0,0.6953856945037842,0,2,0,0,1,0
404,0.0,0,0.6832070350646973,0,0,0,0,0,0
405,2.4350000000000005,0,0.7299656867980957,0,6,0,0,1,0
406,3.629999999999999,0,0.6869926452636719,0,14,0,0,0,0
407,1.465,0,0.690211296081543,0,11,0,0,0,0
408,0.68,0,0.7699146270751953,0,5,0,0,0,0
409,0.375,0,0.6959576606750488,0,3,0,0,0,0
410,0.0,0,0.7270698547363281,0,0,0,0,0,0
411,0.265,0,0.6698648929595947,0,1,0,0,0,0
412,1.98,0,0.6840903759002686,0,6,0,0,0,0
413,2.7649999999999997,0,0.7733180522918701,0,1,0,0,0,0
414,2.235,0,0.6904153823852539,0,10,0,1,1,0
415,0.5,0,0.6600654125213623,0,4,0,0,0,0
416,2.89,0,0.7690083980560303,0,7,0,0,1,0
417,2.35,0,0.712507963180542,0,2,0,0,0,0
418,0.25,0,0.6736612319946289,0,2,0,0,0,0
419,0.8500000000000001,0,0.7467141151428223,0,6,0,0,0,0
420,1.0,0,0.6933724880218506,0,8,0,0,0,0
421,0.875,0,0.6982104778289795,0,7,0,0,0,0
422,0.625,0,0.7881975173950195,0,5,0,0,0,0
423,0.895,0,0.6747405529022217,0,7,0,0,0,0
424,0.625,0,0.6795790195465088,0,5,0,0,0,0
425,1.8600000000000003,0,0.7418267726898193,0,13,0,0,0,0
426,0.25,0,0.6985471248626709,0,2,0,0,0,0
427,0.875,0,0.7039713859558105,0,7,0,0,0,0
428,1.29,0,0.7897045612335205,0,4,0,0,1,0
429,1.125,0,0.7167835235595703,0,9,0,0,0,0
430,0.0,0,0.7804484367370605,0,0,0,0,0,0
431,1.2100000000000004,0,0.7234718799591064,0,3,0,0,0,0
432,0.375,0,0.6737375259399414,0,3,0,0,0,0
433,1.2800000000000002,0,0.7870900630950928,0,6,0,0,0,0
434,0.875,0,0.7262187004089355,0,1,0,0,1,0
435,0.3650000000000001,0,0.689152717590332,0,1,0,0,0,0
436,1.135,0,0.74027419090271,0,9,0,0,0,0
437,1.0,0,0.7121148109436035,0,8,0,0,0,0
438,0.75,0,0.6809253692626953,0,6,0,0,0,0
439,1.125,0,0.747460126876831,0,9,0,0,0,0
440,1.0150000000000001,0,0.7221839427947998,0,6,0,0,0,0
441,1.15,0,0.7233853340148926,0,2,0,0,1,0
442,1.875,0,0.7371048927307129,0,8,0,1,1,0
443,0.125,0,0.6983823776245117,0,1,0,0,0,0
444,1.02,0,0.7677309513092041,0,2,0,0,1,0
445,0.645,0,0.6893751621246338,0,5,0,0,0,0
446,0.375,0,0.7033653259277344,0,3,0,0,0,0
447,1.5600000000000005,0,0.7638440132141113,0,3,0,0,1,0
448,0.375,0,0.6908369064331055,0,3,0,0,0,0
449,0.0,0,0.68048095703125,0,0,0,0,0,0
450,0.905,0,0.7389156818389893,0,7,0,0,0,0
451,0.0,0,0.6912672519683838,0,0,0,0,0,0
452,0.125,0,0.6663389205932617,0,1,0,0,0,0
453,1.25,0,0.7638232707977295,0,10,0,0,0,0
454,0.25,0,0.6868693828582764,0,2,0,0,0,0
