Episode,Avg Reward,Total Tasks,Episode Time,WalkToWrongShelf(-0),PickRequested(+0.1),PickUnrequired(-0),ReturnAfterDelivery(+0.5),DeliverToGoal(+4.0),DropWrong(-0)
86,0.15,0,0.6531860828399658,0,6,0,0,0,0
87,0.1825,0,0.6718223094940186,0,4,0,0,0,0
88,0.125,0,0.6077313423156738,0,5,0,0,0,0
89,0.025,0,0.6627788543701172,0,1,0,0,0,0
90,0.025,0,0.6797440052032471,0,1,0,0,0,0
91,0.1,0,0.6640489101409912,0,4,0,0,0,0
92,1.2875,0,0.6456811428070068,0,1,0,1,1,0
93,0.15250000000000002,0,0.7009217739105225,0,4,0,0,0,0
94,0.4475000000000003,0,0.6543416976928711,0,4,0,0,0,0
95,0.025,0,0.708965539932251,0,1,0,0,0,0
96,0.32,0,0.682476282119751,0,6,0,0,0,0
97,0.025,0,0.6768927574157715,0,1,0,0,0,0
98,0.0575,0,0.6919305324554443,0,2,0,0,0,0
99,0.0,0,0.669198751449585,0,0,0,0,0,0
100,0.025,0,0.6884434223175049,0,1,0,0,0,0
101,0.15,0,0.7198173999786377,0,6,0,0,0,0
102,1.285,0,0.6320130825042725,0,9,0,0,1,0
103,0.0925,0,0.7206826210021973,0,3,0,0,0,0
104,0.2600000000000001,0,0.656538724899292,0,1,0,0,0,0
105,0.5500000000000004,0,0.6455166339874268,0,4,0,0,0,0
106,0.1125,0,0.7012655735015869,0,4,0,0,0,0
107,0.37000000000000016,0,0.6461782455444336,0,7,0,0,0,0
108,0.3800000000000002,0,0.6894586086273193,0,5,0,0,0,0
109,0.5250000000000002,0,0.704425573348999,0,2,0,0,0,0
110,0.24249999999999997,0,0.6668055057525635,0,6,0,0,0,0
111,0.175,0,0.6593339443206787,0,7,0,0,0,0
112,0.3325,0,0.7062764167785645,0,6,0,0,0,0
113,0.215,0,0.6633327007293701,0,8,0,0,0,0
114,0.05,0,0.65460205078125,0,2,0,0,0,0
115,0.0,0,0.7099819183349609,0,0,0,0,0,0
116,0.0,0,0.6529347896575928,0,0,0,0,0,0
117,0.19999999999999998,0,0.6742572784423828,0,8,0,0,0,0
118,0.1,0,0.7149686813354492,0,4,0,0,0,0
119,0.15000000000000002,0,0.6617801189422607,0,6,0,0,0,0
120,0.175,0,0.6623094081878662,0,7,0,0,0,0
121,1.2750000000000001,0,0.7134511470794678,0,5,0,0,1,0
122,1.2100000000000002,0,0.6512680053710938,0,3,0,0,1,0
123,0.4,0,0.6639139652252197,0,9,0,0,0,0
124,0.0,0,0.7125611305236816,0,0,0,0,0,0
125,0.28750000000000014,0,0.6253156661987305,0,1,0,0,0,0
126,0.05,0,0.652834415435791,0,2,0,0,0,0
127,0.42250000000000004,0,0.7025012969970703,0,13,0,0,0,0
128,2.4775,0,0.6745293140411377,0,1,0,0,2,0
129,0.05,0,0.6519491672515869,0,2,0,0,0,0
130,0.2900000000000001,0,0.725308895111084,0,6,0,0,0,0
131,0.05,0,0.6417787075042725,0,2,0,0,0,0
132,0.125,0,0.6717760562896729,0,5,0,0,0,0
133,0.025,0,0.6810057163238525,0,1,0,0,0,0
134,0.7725,0,0.6150238513946533,0,8,0,0,0,0
135,0.0,0,0.6033439636230469,0,0,0,0,0,0
136,0.0,0,0.6481804847717285,0,0,0,0,0,0
137,0.05,0,0.5999622344970703,0,2,0,0,0,0
138,0.8674999999999998,0,0.6481359004974365,0,6,0,0,0,0
139,0.0875,0,0.5746908187866211,0,3,0,0,0,0
140,0.0,0,0.5935766696929932,0,0,0,0,0,0
141,0.025,0,0.6355123519897461,0,1,0,0,0,0
142,2.8349999999999995,0,0.606534481048584,0,3,0,1,2,0
143,0.025,0,0.5901546478271484,0,1,0,0,0,0
144,1.445,0,0.6212100982666016,0,6,0,1,1,0
145,0.0,0,0.578082799911499,0,0,0,0,0,0
146,1.2474999999999998,0,0.5894286632537842,0,5,0,0,1,0
147,1.4524999999999992,0,0.6494216918945312,0,7,0,0,0,0
148,0.025,0,0.5884113311767578,0,1,0,0,0,0
149,0.8324999999999995,0,0.6362082958221436,0,10,0,0,0,0
150,1.28,0,0.6075253486633301,0,5,0,0,1,0
151,0.30000000000000004,0,0.5858075618743896,0,12,0,0,0,0
152,0.0,0,0.6295816898345947,0,0,0,0,0,0
153,0.27000000000000013,0,0.5911190509796143,0,4,0,0,0,0
154,0.05,0,0.6079471111297607,0,2,0,0,0,0
155,0.33499999999999996,0,0.6476531028747559,0,9,0,0,0,0
156,0.07500000000000001,0,0.5871896743774414,0,3,0,0,0,0
157,0.2800000000000001,0,0.665686845779419,0,2,0,0,0,0
158,1.23,0,0.65199875831604,0,2,0,0,1,0
159,0.22499999999999998,0,0.613544225692749,0,9,0,0,0,0
160,0.125,0,0.6224863529205322,0,5,0,0,0,0
161,0.12500000000000003,0,0.5979187488555908,0,2,0,0,0,0
162,0.32500000000000007,0,0.5817897319793701,0,11,0,0,0,0
163,1.4775,0,0.6168656349182129,0,7,0,0,1,0
164,0.33250000000000013,0,0.5931274890899658,0,3,0,0,0,0
165,0.15250000000000002,0,0.5889260768890381,0,6,0,0,0,0
166,0.07500000000000001,0,0.6621999740600586,0,3,0,0,0,0
167,0.07500000000000001,0,0.5934543609619141,0,3,0,0,0,0
168,0.3400000000000001,0,0.5936169624328613,0,8,0,0,0,0
169,0.4725000000000003,0,0.6321003437042236,0,3,0,0,0,0
170,0.6824999999999999,0,0.58152174949646,0,1,0,0,0,0
171,0.3250000000000002,0,0.6324238777160645,0,4,0,0,0,0
172,0.2500000000000001,0,0.5883669853210449,0,4,0,0,0,0
173,0.125,0,0.5816669464111328,0,5,0,0,0,0
174,0.0,0,0.6385738849639893,0,0,0,0,0,0
175,0.7275000000000003,0,0.6006889343261719,0,4,0,0,0,0
176,0.0,0,0.6118090152740479,0,0,0,0,0,0
177,1.7000000000000002,0,0.6389436721801758,0,17,0,0,1,0
178,0.6325,0,0.6001691818237305,0,4,0,0,0,0
179,0.0,0,0.642578125,0,0,0,0,0,0
180,1.0499999999999998,0,0.590601921081543,0,2,0,0,1,0
181,0.05,0,0.5934977531433105,0,2,0,0,0,0
182,0.43500000000000016,0,0.6401815414428711,0,5,0,0,0,0
183,0.2,0,0.5727813243865967,0,8,0,0,0,0
184,1.075,0,0.581763505935669,0,3,0,0,1,0
185,0.5025000000000002,0,0.6307785511016846,0,7,0,0,0,0
186,0.18750000000000008,0,0.5853619575500488,0,1,0,0,0,0
187,0.125,0,0.5920994281768799,0,5,0,0,0,0
188,0.14,0,0.6565768718719482,0,3,0,0,0,0
189,0.4700000000000002,0,0.6052098274230957,0,3,0,0,0,0
190,0.025,0,0.6019482612609863,0,1,0,0,0,0
191,0.0,0,0.651181697845459,0,0,0,0,0,0
192,0.025,0,0.5906412601470947,0,1,0,0,0,0
193,0.44500000000000023,0,0.5955047607421875,0,4,0,0,0,0
194,0.9399999999999997,0,0.6467108726501465,0,5,0,0,0,0
195,0.5175000000000003,0,0.585150957107544,0,3,0,0,0,0
196,0.15,0,0.6006474494934082,0,6,0,0,0,0
197,1.1549999999999998,0,0.6431834697723389,0,5,0,0,1,0
198,0.025,0,0.5969500541687012,0,1,0,0,0,0
199,1.075,0,0.5981743335723877,0,3,0,0,1,0
200,0.025,0,0.6265852451324463,0,1,0,0,0,0
201,0.0,0,0.5892071723937988,0,0,0,0,0,0
202,2.2525,0,0.6533126831054688,0,3,0,1,2,0
203,0.07500000000000001,0,0.600987434387207,0,3,0,0,0,0
204,1.3599999999999988,0,0.5930995941162109,0,4,0,0,0,0
205,0.07500000000000001,0,0.6373255252838135,0,3,0,0,0,0
206,0.14750000000000002,0,0.577460527420044,0,5,0,0,0,0
207,0.175,0,0.5866954326629639,0,7,0,0,0,0
208,0.1875,0,0.6268854141235352,0,4,0,0,0,0
209,0.245,0,0.5872728824615479,0,3,0,0,0,0
210,1.2025000000000001,0,0.6210677623748779,0,3,0,0,1,0
211,0.175,0,0.5832290649414062,0,7,0,0,0,0
212,1.1349999999999998,0,0.575026273727417,0,3,0,0,1,0
213,0.0,0,0.6300592422485352,0,0,0,0,0,0
214,0.025,0,0.5788421630859375,0,1,0,0,0,0
215,1.745,0,0.594752311706543,0,11,0,0,0,0
216,0.42250000000000015,0,0.6298460960388184,0,7,0,0,0,0
217,0.025,0,0.5988438129425049,0,1,0,0,0,0
218,0.8199999999999994,0,0.5930185317993164,0,4,0,0,0,0
219,0.19250000000000006,0,0.6331729888916016,0,3,0,0,0,0
220,2.38,0,0.592296838760376,0,6,0,0,1,0
221,0.025,0,0.5801868438720703,0,1,0,0,0,0
222,0.15,0,0.6357805728912354,0,6,0,0,0,0
223,1.15,0,0.59499192237854,0,1,0,1,1,0
224,0.07500000000000001,0,0.5975494384765625,0,3,0,0,0,0
225,1.1400000000000001,0,0.635565996170044,0,3,0,0,1,0
226,0.0,0,0.5972573757171631,0,0,0,0,0,0
227,0.7050000000000002,0,0.6437985897064209,0,6,0,0,0,0
228,1.3,0,0.5873572826385498,0,7,0,1,1,0
229,0.23750000000000002,0,0.5964210033416748,0,6,0,0,0,0
230,0.3825000000000001,0,0.6287226676940918,0,7,0,0,0,0
231,0.07500000000000001,0,0.5845229625701904,0,3,0,0,0,0
232,0.6875000000000003,0,0.5962004661560059,0,8,0,0,0,0
233,0.1,0,0.6450412273406982,0,4,0,0,0,0
234,0.34500000000000014,0,0.5895359516143799,0,5,0,0,0,0
235,0.25250000000000006,0,0.6649119853973389,0,8,0,0,0,0
236,0.025,0,0.5988919734954834,0,1,0,0,0,0
237,0.9399999999999998,0,0.5951030254364014,0,7,0,0,0,0
238,0.125,0,0.6410398483276367,0,5,0,0,0,0
239,0.275,0,0.5850460529327393,0,11,0,0,0,0
240,0.48750000000000027,0,0.6050522327423096,0,6,0,0,0,0
241,0.0,0,0.6734693050384521,0,0,0,0,0,0
242,1.08,0,0.5882487297058105,0,1,0,0,1,0
243,0.5775000000000001,0,0.5859410762786865,0,4,0,0,0,0
244,0.0,0,0.6491191387176514,0,0,0,0,0,0
245,1.4099999999999997,0,0.5959556102752686,0,12,0,0,0,0
246,0.07500000000000001,0,0.5969693660736084,0,3,0,0,0,0
247,0.6525000000000004,0,0.6543405055999756,0,8,0,0,0,0
248,0.1,0,0.6166818141937256,0,4,0,0,0,0
249,0.025,0,0.5830998420715332,0,1,0,0,0,0
250,0.05,0,0.6412765979766846,0,2,0,0,0,0
251,0.025,0,0.598785400390625,0,1,0,0,0,0
252,0.125,0,0.5812177658081055,0,5,0,0,0,0
253,1.37,0,0.6355805397033691,0,4,0,1,1,0
254,0.0,0,0.5734591484069824,0,0,0,0,0,0
255,0.15000000000000002,0,0.6311488151550293,0,6,0,0,0,0
256,0.0,0,0.6071035861968994,0,0,0,0,0,0
257,0.29,0,0.5942182540893555,0,11,0,0,0,0
258,0.0,0,0.6453337669372559,0,0,0,0,0,0
259,0.0,0,0.5910065174102783,0,0,0,0,0,0
260,1.215,0,0.6010308265686035,0,2,0,1,1,0
261,0.025,0,0.6403121948242188,0,1,0,0,0,0
262,0.0,0,0.5853166580200195,0,0,0,0,0,0
263,0.45000000000000007,0,0.5922513008117676,0,18,0,0,0,0
264,0.0,0,0.6431939601898193,0,0,0,0,0,0
265,0.25,0,0.5983278751373291,0,10,0,0,0,0
266,0.18000000000000002,0,0.6335954666137695,0,6,0,0,0,0
267,0.9024999999999996,0,0.5834639072418213,0,2,0,0,0,0
268,0.21500000000000002,0,0.5867507457733154,0,4,0,0,0,0
269,0.025,0,0.6357955932617188,0,1,0,0,0,0
270,1.1525,0,0.5937445163726807,0,6,0,0,1,0
271,0.1,0,0.6084604263305664,0,4,0,0,0,0
272,0.025,0,0.6529867649078369,0,1,0,0,0,0
273,0.05,0,0.583350419998169,0,2,0,0,0,0
274,0.07500000000000001,0,0.6464331150054932,0,3,0,0,0,0
275,0.05,0,0.5892908573150635,0,2,0,0,0,0
276,0.9899999999999997,0,0.5882070064544678,0,12,0,0,0,0
277,0.8049999999999999,0,0.6491703987121582,0,11,0,0,0,0
278,0.20000000000000004,0,0.5875105857849121,0,6,0,0,0,0
279,0.07,0,0.5929393768310547,0,2,0,0,0,0
280,0.0,0,0.6449308395385742,0,0,0,0,0,0
281,0.8200000000000003,0,0.5981295108795166,0,3,0,0,0,0
282,0.9424999999999991,0,0.6039304733276367,0,2,0,0,0,0
283,0.095,0,0.6405375003814697,0,2,0,0,0,0
284,0.05,0,0.5843110084533691,0,2,0,0,0,0
285,0.4450000000000001,0,0.5888094902038574,0,1,0,0,0,0
286,0.0,0,0.6367776393890381,0,0,0,0,0,0
287,0.10250000000000001,0,0.6116056442260742,0,3,0,0,0,0
288,0.05,0,0.5914654731750488,0,2,0,0,0,0
289,0.025,0,0.6492288112640381,0,1,0,0,0,0
290,0.025,0,0.5952315330505371,0,1,0,0,0,0
291,0.025,0,0.5945487022399902,0,1,0,0,0,0
292,1.119999999999999,0,0.6464569568634033,0,1,0,0,0,0
293,0.0,0,0.5819189548492432,0,0,0,0,0,0
294,0.225,0,0.5950419902801514,0,9,0,0,0,0
295,1.36,0,0.641979455947876,0,8,0,1,1,0
296,0.05,0,0.5919930934906006,0,2,0,0,0,0
297,0.0,0,0.6476240158081055,0,0,0,0,0,0
298,0.9774999999999996,0,0.5789070129394531,0,4,0,0,0,0
299,0.125,0,0.58866286277771,0,5,0,0,0,0
300,0.2525000000000001,0,0.6348803043365479,0,3,0,0,0,0
301,0.22499999999999998,0,0.6460111141204834,0,9,0,0,0,0
302,0.2775,0,0.597893476486206,0,10,0,0,0,0
303,0.1,0,0.6387627124786377,0,4,0,0,0,0
304,0.15749999999999997,0,0.5921602249145508,0,2,0,0,0,0
305,0.17500000000000002,0,0.6074786186218262,0,7,0,0,0,0
306,0.0,0,0.6391606330871582,0,0,0,0,0,0
307,1.4525000000000001,0,0.5798134803771973,0,12,0,0,1,0
308,0.060000000000000005,0,0.6024351119995117,0,2,0,0,0,0
309,1.055,0,0.6207318305969238,0,2,0,0,1,0
310,0.33999999999999997,0,0.5923559665679932,0,8,0,0,0,0
311,1.54,0,0.5826928615570068,0,4,0,0,1,0
312,0.6800000000000002,0,0.6363587379455566,0,3,0,0,0,0
313,0.025,0,0.5931820869445801,0,1,0,0,0,0
314,0.17250000000000001,0,0.6487152576446533,0,6,0,0,0,0
315,0.025,0,0.6269171237945557,0,1,0,0,0,0
316,0.025,0,0.5828738212585449,0,1,0,0,0,0
317,0.125,0,0.6262223720550537,0,5,0,0,0,0
318,0.0,0,0.5922284126281738,0,0,0,0,0,0
319,0.1,0,0.5746564865112305,0,4,0,0,0,0
320,0.22000000000000003,0,0.6243433952331543,0,6,0,0,0,0
321,0.16500000000000004,0,0.5819883346557617,0,3,0,0,0,0
322,0.16500000000000004,0,0.6305356025695801,0,2,0,0,0,0
323,0.125,0,0.5863335132598877,0,5,0,0,0,0
324,0.225,0,0.5770003795623779,0,9,0,0,0,0
325,0.05,0,0.6375124454498291,0,2,0,0,0,0
326,0.0,0,0.5822365283966064,0,0,0,0,0,0
327,1.2950000000000002,0,0.5865051746368408,0,3,0,0,1,0
328,0.07500000000000001,0,0.6370704174041748,0,3,0,0,0,0
329,0.5075000000000003,0,0.5921297073364258,0,8,0,0,0,0
330,0.07500000000000001,0,0.6513361930847168,0,3,0,0,0,0
331,0.07500000000000001,0,0.5928034782409668,0,3,0,0,0,0
332,1.4450000000000003,0,0.5907182693481445,0,5,0,0,1,0
333,1.2649999999999992,0,0.6356184482574463,0,3,0,0,0,0
334,1.7325,0,0.5957174301147461,0,2,0,0,1,0
335,0.07500000000000001,0,0.5753836631774902,0,3,0,0,0,0
336,0.375,0,0.644658088684082,0,15,0,0,0,0
337,0.0,0,0.5833659172058105,0,0,0,0,0,0
338,1.7575000000000003,0,0.6493322849273682,0,9,0,0,1,0
339,0.0,0,0.5934140682220459,0,0,0,0,0,0
340,0.07500000000000001,0,0.5920965671539307,0,3,0,0,0,0
341,0.07500000000000001,0,0.6383650302886963,0,3,0,0,0,0
342,0.07500000000000001,0,0.6028904914855957,0,3,0,0,0,0
343,0.3925000000000001,0,0.5876917839050293,0,7,0,0,0,0
344,0.15,0,0.6511795520782471,0,6,0,0,0,0
345,0.05,0,0.5936615467071533,0,2,0,0,0,0
346,0.5375000000000001,0,0.6149938106536865,0,7,0,0,0,0
347,0.3375000000000002,0,0.6388015747070312,0,2,0,0,0,0
348,0.8125000000000002,0,0.6010937690734863,0,6,0,0,0,0
349,0.15,0,0.5794148445129395,0,6,0,0,0,0
350,0.22499999999999998,0,0.6366722583770752,0,9,0,0,0,0
351,0.0,0,0.5892937183380127,0,0,0,0,0,0
352,0.8874999999999994,0,0.5918676853179932,0,1,0,0,0,0
353,0.0,0,0.6168484687805176,0,0,0,0,0,0
354,0.9874999999999998,0,0.5875921249389648,0,6,0,0,0,0
355,0.025,0,0.6379570960998535,0,1,0,0,0,0
356,0.5850000000000002,0,0.5825438499450684,0,5,0,0,0,0
357,0.44500000000000006,0,0.5977699756622314,0,8,0,0,0,0
358,0.0,0,0.6231017112731934,0,0,0,0,0,0
359,0.05,0,0.5903482437133789,0,2,0,0,0,0
360,0.05,0,0.5914757251739502,0,2,0,0,0,0
361,0.025,0,0.6418259143829346,0,1,0,0,0,0
362,0.07500000000000001,0,0.5957152843475342,0,3,0,0,0,0
363,0.5425000000000001,0,0.6348390579223633,0,15,0,0,0,0
364,1.2375,0,0.5907323360443115,0,7,0,0,1,0
365,0.34249999999999997,0,0.5897035598754883,0,7,0,0,0,0
366,1.267499999999999,0,0.6347393989562988,0,5,0,0,0,0
367,1.8250000000000004,0,0.5692555904388428,0,11,0,0,1,0
368,0.0,0,0.5830070972442627,0,0,0,0,0,0
369,0.025,0,0.6370894908905029,0,1,0,0,0,0
370,0.5800000000000002,0,0.5854954719543457,0,5,0,0,0,0
371,0.28000000000000014,0,0.592618465423584,0,6,0,0,0,0
372,0.0,0,0.6435909271240234,0,0,0,0,0,0
373,0.1625,0,0.6066713333129883,0,3,0,0,0,0
374,1.115,0,0.5911493301391602,0,3,0,0,1,0
375,0.125,0,0.6360368728637695,0,5,0,0,0,0
376,0.1,0,0.5774886608123779,0,4,0,0,0,0
377,0.125,0,0.6369619369506836,0,5,0,0,0,0
378,1.8175000000000003,0,0.5925338268280029,0,5,0,1,1,0
379,0.0,0,0.5893845558166504,0,0,0,0,0,0
380,1.3175,0,0.6272590160369873,0,4,0,1,1,0
381,0.07500000000000001,0,0.598193883895874,0,3,0,0,0,0
382,0.025,0,0.5909421443939209,0,1,0,0,0,0
383,1.2425000000000002,0,0.6366841793060303,0,2,0,0,1,0
384,0.0,0,0.5839354991912842,0,0,0,0,0,0
385,0.05,0,0.5849978923797607,0,2,0,0,0,0
386,0.225,0,0.6329874992370605,0,9,0,0,0,0
387,0.125,0,0.6019232273101807,0,5,0,0,0,0
388,1.5050000000000001,0,0.5794446468353271,0,2,0,1,1,0
389,0.0,0,0.6460020542144775,0,0,0,0,0,0
390,0.4750000000000002,0,0.6055567264556885,0,10,0,0,0,0
391,0.15000000000000002,0,0.644768238067627,0,6,0,0,0,0
392,0.15,0,0.5895867347717285,0,6,0,0,0,0
393,0.13,0,0.5964803695678711,0,4,0,0,0,0
394,1.6174999999999997,0,0.6517212390899658,0,2,0,0,1,0
395,1.3475000000000001,0,0.6073250770568848,0,6,0,0,1,0
396,0.39000000000000024,0,0.5884075164794922,0,1,0,0,0,0
397,0.1,0,0.6314780712127686,0,4,0,0,0,0
398,0.25,0,0.5837621688842773,0,10,0,0,0,0
399,0.15,0,0.6629855632781982,0,6,0,0,0,0
400,0.05,0,0.6075687408447266,0,2,0,0,0,0
401,0.27499999999999997,0,0.602849006652832,0,11,0,0,0,0
402,1.4600000000000002,0,0.6420314311981201,0,5,0,0,1,0
403,0.22750000000000006,0,0.6132664680480957,0,6,0,0,0,0
404,0.0,0,0.6088106632232666,0,0,0,0,0,0
405,0.05,0,0.6367831230163574,0,2,0,0,0,0
406,0.0,0,0.5872464179992676,0,0,0,0,0,0
407,0.0,0,0.5870351791381836,0,0,0,0,0,0
408,0.025,0,0.6282031536102295,0,1,0,0,0,0
409,0.0,0,0.5827243328094482,0,0,0,0,0,0
410,1.5375000000000003,0,0.6291942596435547,0,8,0,0,1,0
411,1.1224999999999992,0,0.57666015625,0,1,0,0,0,0
412,0.1,0,0.5900247097015381,0,4,0,0,0,0
413,1.4625000000000001,0,0.6421151161193848,0,3,0,1,1,0
414,0.0,0,0.5776596069335938,0,0,0,0,0,0
415,1.075,0,0.5908203125,0,3,0,0,1,0
416,0.1,0,0.6240594387054443,0,4,0,0,0,0
417,1.2825,0,0.5851321220397949,0,7,0,0,1,0
418,0.125,0,0.6346781253814697,0,5,0,0,0,0
419,0.3750000000000002,0,0.585090160369873,0,3,0,0,0,0
420,0.025,0,0.5937256813049316,0,1,0,0,0,0
421,1.4025,0,0.6238932609558105,0,2,0,0,1,0
422,0.07500000000000001,0,0.5938260555267334,0,3,0,0,0,0
423,0.23250000000000004,0,0.5836405754089355,0,8,0,0,0,0
424,0.0,0,0.6328742504119873,0,0,0,0,0,0
425,1.2525000000000002,0,0.6002092361450195,0,1,0,0,1,0
426,0.39,0,0.6070935726165771,0,13,0,0,0,0
427,0.8374999999999996,0,0.6489851474761963,0,3,0,0,0,0
428,2.17,0,0.6031322479248047,0,3,0,0,2,0
429,0.05,0,0.5999393463134766,0,2,0,0,0,0
430,0.07500000000000001,0,0.6529660224914551,0,3,0,0,0,0
431,1.1275000000000002,0,0.6039209365844727,0,5,0,0,1,0
432,0.13250000000000003,0,0.6419031620025635,0,3,0,0,0,0
433,0.27499999999999997,0,0.6062216758728027,0,11,0,0,0,0
434,1.0524999999999998,0,0.6075272560119629,0,2,0,0,0,0
435,0.25,0,0.657034158706665,0,5,0,0,0,0
436,0.24,0,0.6184580326080322,0,9,0,0,0,0
437,0.19500000000000006,0,0.5784726142883301,0,3,0,0,0,0
438,0.05,0,0.6292266845703125,0,2,0,0,0,0
439,0.0,0,0.6034655570983887,0,0,0,0,0,0
440,0.1950000000000001,0,0.6485950946807861,0,4,0,0,0,0
441,0.025,0,0.5752620697021484,0,1,0,0,0,0
442,0.345,0,0.5906171798706055,0,6,0,0,0,0
443,0.0,0,0.6315326690673828,0,0,0,0,0,0
444,0.07500000000000001,0,0.5959994792938232,0,3,0,0,0,0
