Episode,Avg Reward,Total Tasks,Episode Time,WalkToWrongShelf(-0),PickRequested(+0.1),PickUnrequired(-0.05),ReturnAfterDelivery(+0.5),DeliverToGoal(+4.0),DropWrong(-0.1),ActorLoss,CriticLoss,Entropy
97,-0.25,0,0.9922568798065186,0,5,20,0,0,5,-0.020770741247192578,0.0004066720811842907,1.6035755927915927
98,-0.14750000000000002,0,0.9166491031646729,0,3,29,0,0,3,-0.01668900772239323,0.00107864225917564,1.6015012705767595
99,-0.1875,0,1.0290169715881348,0,0,15,0,0,0,-0.01066338297635041,0.00013456529818278305,1.602032021239952
100,-0.45,0,0.9142758846282959,0,3,36,0,0,3,-0.024957303397564422,0.0005278579462819293,1.602720315809603
101,-0.26249999999999996,0,0.9821839332580566,0,0,21,0,0,0,-0.01457996593132891,0.00032733889622138935,1.5988313831664898
102,1.1850000000000003,1,0.9436554908752441,0,4,19,0,1,3,-0.008993591156063808,0.0010093310828320108,1.6049415822382327
103,0.755,1,0.9784412384033203,0,1,27,0,1,0,-0.016884311499005114,0.00042224245734602387,1.602917054185161
104,0.7225,1,0.9293191432952881,0,11,32,0,1,9,0.0066371896148969736,0.002565334644660627,1.6016090865488404
105,-0.35,0,0.9613380432128906,0,2,30,0,0,1,-0.014046216926847894,0.00017474804929326935,1.6022826344878585
106,-0.1375,0,0.9821116924285889,0,0,11,0,0,0,-0.016503405955585616,0.0001813370817866305,1.603436608005453
107,-0.35000000000000003,0,0.9244089126586914,0,4,30,0,0,3,-0.014414582936162197,0.00025929886846385474,1.600976456094671
108,-0.30000000000000004,0,0.9668035507202148,0,4,24,0,0,4,-0.02005044288105435,0.0006205447507549403,1.6023380270710699
109,0.08000000000000021,0,0.9087328910827637,0,7,30,0,0,6,-0.022581318677920435,0.0007348868090809796,1.6031485674557864
110,0.16250000000000003,0,0.9843771457672119,0,4,44,0,0,3,-0.0018681446521508472,0.001074742397717214,1.6016145370624686
111,-0.3625,0,0.9409518241882324,0,0,29,0,0,0,-0.02181794062360293,0.0006513897398112289,1.601751228173574
112,0.04500000000000013,0,0.947249174118042,0,2,22,0,0,1,-0.014069057604366983,0.0003172442979577968,1.603421981687899
113,0.9075000000000001,1,0.9218893051147461,0,1,28,0,1,0,-0.020813440257269476,0.0005348005965243763,1.604732957151201
114,-0.027499999999999955,0,0.9767959117889404,0,5,13,0,0,5,-0.01716848718933761,0.0006540241236851824,1.6029846646167614
115,-0.3125,0,0.9385025501251221,0,8,25,0,0,8,-0.023742773354536405,0.0007426628591494253,1.6031967180746571
116,-0.3125,0,0.9756608009338379,0,3,25,0,0,3,-0.012906578964450292,0.00023038651300309485,1.6022393438551161
117,0.9775,1,0.9218382835388184,0,11,21,1,1,9,-0.01328354323696759,0.0005749021399526308,1.6040374437967935
118,-0.30000000000000004,0,0.9798181056976318,0,5,24,0,0,5,-0.008163642241723008,0.0012715808206479945,1.6026762282406843
119,2.3425000000000002,2,0.9087920188903809,0,4,9,1,2,2,0.025217494599659135,0.011861758139090201,1.6005778577592638
120,-0.2125,0,0.9683628082275391,0,0,17,0,0,0,-0.015032659371004061,0.00014038656277375408,1.599041289753384
121,-0.2625,0,0.940093994140625,0,2,21,0,0,2,-0.014016488334164023,0.00015603023149182612,1.6031352910730574
122,-0.10999999999999999,0,0.916759729385376,0,3,19,0,0,2,-0.015936798502311663,0.0004024886340430724,1.6019471431220018
123,-0.2375,0,1.0043179988861084,0,5,19,0,0,5,-0.028373795337285155,0.0005738039264660975,1.603151681246581
124,-0.21250000000000002,0,0.9493944644927979,0,2,17,0,0,2,-0.01788692565255419,0.00022984993901276887,1.6021346041449793
125,-0.37500000000000006,0,0.9988174438476562,0,6,30,0,0,6,-0.025999934567759432,0.0009175699347057087,1.6034891528111919
126,-0.3425,0,0.9454121589660645,0,1,29,0,0,1,-0.022488531009811494,0.0007200642010504106,1.602452262684151
127,0.22250000000000014,0,1.0145361423492432,0,7,27,0,0,6,-0.033187956695824306,0.0010325880720346281,1.6013662925472967
128,-0.275,0,0.9533283710479736,0,2,24,0,0,1,-0.01975746824475074,0.0004894988727338992,1.6018625917258087
129,-0.205,0,0.9896080493927002,0,5,23,0,0,5,-0.0142926510716616,0.0004798719929778769,1.6002010669973161
130,1.8224999999999996,1,0.9318609237670898,0,2,13,0,1,0,0.22897885263794,0.5765962163134009,1.6046601942291965
131,-0.5875,0,0.9870913028717041,0,3,47,0,0,3,-0.0071099660514543465,0.0015887496845421866,1.600154479344686
132,-0.48750000000000004,0,0.8920559883117676,0,1,39,0,0,1,-0.02951479523822113,0.0006542790369597967,1.6028798553678725
133,-0.13499999999999998,0,1.0014889240264893,0,3,27,0,0,2,-0.01633318836145379,0.00045619392842204885,1.6029581438612057
134,0.04999999999999996,0,0.9308648109436035,0,8,22,0,0,8,-0.015240085500947855,0.00048445048666256256,1.6014846905514046
135,0.7000000000000004,0,0.9904711246490479,0,4,14,0,0,3,-0.0002901339989707418,0.001444811847819856,1.6015201233051441
136,0.5950000000000002,0,0.9292888641357422,0,10,16,0,0,10,3.555051430507907e-05,0.00103946743860229,1.6008424173902582
137,-0.2875,0,0.9700949192047119,0,6,23,0,0,6,-0.022350205694911654,0.0005742409879683794,1.5997509194744959
138,-0.17500000000000002,0,0.9130980968475342,0,0,14,0,0,0,-0.019227170325056823,0.00038750036813031783,1.6040695673889582
139,0.11500000000000012,0,0.9288032054901123,0,1,12,0,0,0,-0.011630352267443581,0.00013398154546454916,1.6037468821914107
140,-0.3375,0,0.8806133270263672,0,2,27,0,0,2,-0.018634773126837832,0.0003105524025049622,1.6031735958876432
141,0.6274999999999994,0,0.8724000453948975,0,6,25,0,0,5,-0.007037161444141357,0.0010492349716186206,1.6015122290010804
142,-0.36250000000000004,0,0.9404537677764893,0,1,29,0,0,1,-0.02496864778610567,0.0005503193349493303,1.599907319854807
143,1.0650000000000004,1,0.8821842670440674,0,3,24,0,1,2,0.004862150746501153,0.0016140256218099948,1.6031496149522286
144,-0.1375,0,0.959916353225708,0,8,13,0,0,7,-0.017446599529918144,0.00032924269383321017,1.6009890050799758
145,-0.08749999999999997,0,0.8713212013244629,0,4,29,0,0,3,-0.00865935495433708,0.0004897567086998104,1.6019457424128496
146,0.19250000000000034,0,0.9350852966308594,0,1,27,0,0,0,-0.006096497247064556,0.0008681941951208651,1.602745008689386
147,-0.2875,0,0.8780331611633301,0,1,23,0,0,1,-0.020000095185996207,0.0003494356919208281,1.600160837173462
148,-0.175,0,0.9383251667022705,0,5,16,0,0,4,-0.021760146849340307,0.000361612594618121,1.6018925408522289
149,-0.2875,0,0.8885390758514404,0,3,23,0,0,3,-0.013251212641113886,0.0002704105103234879,1.6035531527466245
150,2.3649999999999993,1,0.9418270587921143,0,6,16,0,1,4,-0.00022275512175703484,0.0017412930623860261,1.6000040427402213
151,-0.2625,0,0.8794214725494385,0,3,21,0,0,3,-0.025439737554363632,0.0007450834121131874,1.599224075123116
152,-0.26,0,0.9336633682250977,0,9,25,0,0,8,-0.016775299389674155,0.0003679748674573501,1.6013390432905268
153,-0.48750000000000004,0,0.8817794322967529,0,3,39,0,0,3,-0.008152979313982305,0.0007750725193965813,1.6010552291516904
154,-0.1875,0,0.8894200325012207,0,6,17,0,0,6,-0.014391896521879567,0.0001647019589225562,1.5946526637783758
155,-0.225,0,0.9126691818237305,0,1,18,0,0,1,-0.020637307410921762,0.00037283710736057144,1.5984966765951225
156,0.21500000000000025,0,0.8887839317321777,0,6,32,0,0,5,-0.008716544947000564,0.0012448708284080858,1.598608057807993
157,-0.32499999999999996,0,0.9372272491455078,0,0,26,0,0,0,-0.016723615539915585,0.00030211592915073155,1.597471089274795
158,-0.32000000000000006,0,0.8794457912445068,0,6,30,0,0,5,-0.005409857603134933,0.0009792355774283718,1.6013996126475156
159,0.44750000000000006,0,0.9482085704803467,0,3,11,0,0,1,-0.005213418406330878,0.0007200861330095112,1.6005461127669722
160,-0.2,0,0.9146406650543213,0,3,16,0,0,3,-0.0069284470648401306,0.0006876435280669227,1.6007858614126842
161,0.675,1,0.9746391773223877,0,7,29,0,1,6,-0.029101936922719084,0.0011147505361320603,1.6008555436575853
162,-0.23750000000000002,0,0.9131925106048584,0,9,19,0,0,9,-0.005236558702394919,0.001219517098803915,1.5991314219103918
163,-0.2875,0,0.9347224235534668,0,7,23,0,0,7,-0.025267200958397653,0.0007246910208487116,1.6029452990602562
164,-0.3125,0,0.8805108070373535,0,2,25,0,0,2,-0.01971930871648645,0.0003049899823589494,1.601432713093581
165,0.6549999999999996,0,0.8601398468017578,0,5,22,0,0,4,-0.0016568906743217385,0.0009619415395000549,1.600276635752784
166,-0.1875,0,0.9192500114440918,0,1,15,0,0,1,-0.02082951993819464,0.000459323704900197,1.5985660012121556
167,-0.4,0,0.8562285900115967,0,3,32,0,0,3,-0.016656787833198905,0.00020888239221797297,1.5990748979427196
168,-0.2125,0,0.9103434085845947,0,0,17,0,0,0,-0.0161040633123506,0.00019613117286706953,1.5952771339151595
169,1.1024999999999994,0,1.0102264881134033,0,2,21,0,0,1,-0.008138388636763451,0.0009057413448337429,1.6008400089210935
170,1.5424999999999998,1,0.928473949432373,0,7,22,0,1,5,0.011530438308707543,0.0027739598865588974,1.5953387750519648
171,-0.155,0,0.8851416110992432,0,2,14,0,0,2,-0.016649293627038046,0.0002518058314539006,1.6021611039285306
172,0.08250000000000005,0,0.8985931873321533,0,4,11,0,0,3,-0.013520108104717952,0.0001316574092675962,1.6034403222578544
173,-0.45,0,0.8758485317230225,0,1,36,0,0,1,-0.029518775969605754,0.0005257612989080887,1.5983343113351751
174,0.6125,1,0.911078929901123,0,6,33,0,1,5,-0.022132030412278795,0.0005688497612960457,1.6016441274572304
175,-0.22499999999999998,0,0.8782162666320801,0,2,18,0,0,2,-0.015538873849436642,0.00016914961056399455,1.5956381625599332
176,1.3825000000000003,1,0.913898229598999,0,2,19,0,1,0,-0.010195191078646866,0.000295323477629193,1.5978458932152502
177,-0.41250000000000003,0,0.8596014976501465,0,2,33,0,0,2,-0.006462116234211458,0.0005453544511131854,1.5999410207624787
178,0.032500000000000015,0,0.9118151664733887,0,5,11,0,0,4,-0.009533220263956874,0.0016547792612518753,1.5975527652987727
179,-0.4375,0,0.8568007946014404,0,3,35,0,0,3,-0.018872587726003042,0.0002429571581390455,1.600126811751613
180,0.7000000000000004,1,0.9133827686309814,0,3,36,1,1,2,-0.02932748285605124,0.0008489517662488844,1.602788140376409
181,1.4300000000000002,1,0.8563566207885742,0,3,23,0,1,2,0.2723211940136496,0.6977214062021948,1.5977981421682572
182,0.10500000000000032,0,0.9281556606292725,0,2,26,0,0,1,-0.013122801677565334,0.00029554450852489446,1.5967102194273912
183,-0.39999999999999997,0,0.8619170188903809,0,1,32,0,0,1,-0.017333965843405436,0.00020134571398083628,1.5988486773437922
184,0.3725000000000002,0,0.8491520881652832,0,2,15,0,0,1,-0.018888466810393665,0.0005571603556688842,1.5955696591624506
185,-0.14499999999999996,0,0.9185187816619873,0,3,24,0,0,3,-0.02002712593551863,0.0005838707112146764,1.6028255963767015
186,1.26,1,0.8715133666992188,0,2,12,0,1,1,-0.017881288676074258,0.0010568385930945902,1.5985141032271915
187,-0.2175,0,0.90409255027771,0,2,21,0,0,2,-0.0047223931178450584,0.0006045580690197199,1.6002760783389762
188,-0.17500000000000002,0,0.8678691387176514,0,0,14,0,0,0,-0.01724910504978012,0.0002503799577761158,1.5984762465512312
189,-0.27499999999999997,0,0.9321346282958984,0,1,22,0,0,1,-0.014200471531323814,0.0006570871726994685,1.5959592395358615
190,-0.22499999999999998,0,0.9321973323822021,0,5,18,0,0,5,-0.0193426668971639,0.0003767778690435048,1.5989641679657831
191,1.3350000000000004,1,0.933107852935791,0,3,4,0,1,2,-0.00649621762783715,0.0005066081167345441,1.5989228343522108
192,-0.16000000000000003,0,0.8645973205566406,0,6,15,0,0,5,0.0007073094947608527,0.001206208058355531,1.5991125128887316
193,-0.125,0,0.9170880317687988,0,6,10,0,0,6,-0.014095378047959118,0.00020186430419070572,1.5992193420728047
194,-0.4149999999999999,0,0.9122545719146729,0,6,36,0,0,6,-0.029468633932992816,0.0009178661899702204,1.5977709536199216
195,-0.27499999999999997,0,0.9625780582427979,0,0,22,0,0,0,-0.024893677301911842,0.00035677097581346103,1.5986578022992168
196,0.4600000000000002,0,0.8765442371368408,0,4,16,0,0,3,-0.008068915473780146,0.00105514606064441,1.5993323977346776
197,-0.21250000000000002,0,0.9136917591094971,0,0,17,0,0,0,-0.014756972039187397,0.00015491982669552302,1.5981648023481723
198,0.055000000000000084,0,0.8844413757324219,0,5,18,0,0,4,-0.018169539428695484,0.0006481982759392093,1.5975835510977991
199,-0.4,0,0.887721061706543,0,3,32,0,0,3,-0.02866170807155194,0.0005052980447425592,1.6008373830053542
200,0.020000000000000004,0,0.9163236618041992,0,5,10,0,0,4,-0.008401798713883316,0.001108622468331731,1.6023991130016468
201,-0.22499999999999998,0,0.9300086498260498,0,0,18,0,0,0,-0.016997350414318067,0.0003268940600658735,1.6010695916635018
202,0.8374999999999999,1,0.8552207946777344,0,2,15,0,1,1,-0.01146674680489081,0.0009820476583936157,1.5989739309858395
203,-0.11499999999999999,0,0.8588638305664062,0,7,13,0,0,7,-0.010965469991788268,0.00019259053494590926,1.6025200453069475
204,-0.38749999999999996,0,0.9480688571929932,0,3,31,0,0,3,-0.02730835837967418,0.0006177948701904328,1.595785093528253
205,1.1175,1,0.9180004596710205,0,3,10,1,1,2,-0.01040565689025378,0.0003347993663085625,1.602561131671623
206,-0.375,0,0.9204299449920654,0,0,30,0,0,0,-0.020619481336325407,0.00040659902193273265,1.6015573717929699
207,0.07249999999999998,0,0.859522819519043,0,3,19,0,0,1,-0.00657704432874366,0.0006900608286157958,1.601806946374752
208,0.065,0,0.8990111351013184,0,7,22,0,0,6,-0.02126600778730655,0.0009073507351286926,1.6030400560961828
209,-0.235,0,0.871711015701294,0,4,28,0,0,4,-0.014195966034161824,0.00016120598401269813,1.6024342742231157
210,-0.47500000000000003,0,0.9273858070373535,0,5,38,0,0,5,-0.014856540287534395,0.00024977049642537917,1.6025573556069976
211,-0.15,0,0.9067840576171875,0,4,14,0,0,3,-0.01835395077553888,0.00024423839070736514,1.6020176035386544
212,-0.055,0,0.8988132476806641,0,4,15,0,0,4,-0.030373088567069283,0.0011898582199829809,1.6034228746537809
213,-0.3375,0,0.9500632286071777,0,3,27,0,0,3,-0.02133631025854912,0.0003012417629520939,1.6021732765215413
214,-0.03499999999999998,0,0.8932814598083496,0,1,9,0,0,1,-0.014682475649924188,0.00011208744844147265,1.6039732175844685
215,0.74,1,0.9275646209716797,0,4,24,0,1,3,-0.0347558448470577,0.0013191407881676552,1.6042018422374018
216,-0.275,0,0.8724887371063232,0,3,22,0,0,3,-0.016647848947387602,0.0001634728813270673,1.6001686762880396
217,1.3150000000000004,1,0.9231038093566895,0,4,19,0,1,2,-0.013363056988627822,0.0006617927687625825,1.6004875655527466
218,0.020000000000000018,0,0.879645586013794,0,10,15,0,0,10,-0.014547755415723833,0.0009074678169106413,1.6039178713604256
219,-0.11499999999999991,0,0.9461982250213623,0,3,34,0,0,2,-0.010395614973579844,0.00046170529110890193,1.603031818513517
220,-0.11249999999999993,0,0.8879475593566895,0,2,29,0,0,1,-0.012994581548911002,0.00020138252199177793,1.6025445726182728
221,1.0074999999999998,1,0.9117031097412109,0,3,17,0,1,2,-0.016705604123503522,0.00030739525812864646,1.6025594704680974
222,-0.33749999999999997,0,0.8656864166259766,0,2,27,0,0,2,-0.01161740525384192,0.0007251744743750035,1.602774250286597
223,-0.22499999999999998,0,0.9017961025238037,0,3,18,0,0,3,-0.02124694983164469,0.00030441078416025503,1.6044022142887115
224,1.145,1,0.8728253841400146,0,3,9,0,1,2,-0.013715869885075975,0.00030797898286418575,1.6033823225233292
