Episode,Avg Reward,Total Tasks,Episode Time,WalkToWrongShelf(-0),PickRequested(+0.1),PickUnrequired(-0.05),ReturnAfterDelivery(+0.5),DeliverToGoal(+4.0),DropWrong(-0.1),ActorLoss,CriticLoss,Entropy
28,0.8875,0,0.6801459789276123,0,1,11,0,1,0,-0.015928942296240065,0.000674897292658251,1.597294498372961
29,-0.5750000000000001,0,0.6983692646026611,0,3,46,0,0,3,-0.029854475373954133,0.0012801585252649123,1.5989597141742706
30,-0.052499999999999936,0,0.7609062194824219,0,3,22,0,0,2,-0.008384942810085637,0.0010180273093371623,1.6001899661841215
31,-0.3375000000000001,0,0.7072954177856445,0,0,27,0,0,0,-0.02348147293863197,0.0007449240301800875,1.600974766192613
32,-0.47500000000000014,0,0.6897320747375488,0,0,38,0,0,0,-0.019670778514679382,0.0009337060233952149,1.5992319307945393
33,-0.2875,0,0.7395000457763672,0,9,31,0,0,8,-0.019656593350831555,0.0007603642966416218,1.5999597719422094
34,-0.15,0,0.6721799373626709,0,10,17,0,0,10,-0.01728704824388303,0.0004677580565161448,1.6010160379939609
35,-0.23750000000000002,0,0.7204117774963379,0,11,23,0,0,10,-0.004726095556247015,0.0009766261657441497,1.6005261529375006
36,-0.3125,0,0.6720724105834961,0,9,25,0,0,9,-0.009052012081223505,0.0010197573481935055,1.600938375349398
37,-0.42500000000000004,0,0.6596567630767822,0,8,34,0,0,8,-0.016444644545791327,0.0013050360491065525,1.600467453400294
38,-0.4750000000000001,0,0.7230331897735596,0,2,38,0,0,2,-0.022312699825744384,0.0009135090664043878,1.5992343999721386
39,-0.45500000000000007,0,0.6473228931427002,0,15,39,0,0,14,-0.01314425304601038,0.0005704805063511717,1.6022768042705677
40,-0.32499999999999996,0,0.686129093170166,0,6,26,0,0,6,-0.01984863450612735,0.0008865261767067732,1.600816869073444
41,-0.1774999999999999,0,0.7313165664672852,0,8,34,0,0,7,-0.008100478616715583,0.002642443491051496,1.6000270435103663
42,-0.25,0,0.6803302764892578,0,4,20,0,0,4,-0.017588878283277154,0.0005416685747565708,1.6016305773346513
43,0.025000000000000272,0,0.6668152809143066,0,5,35,0,0,4,-0.009919177783929088,0.000809926544937747,1.6038318927641269
44,-0.27499999999999997,0,0.6948482990264893,0,0,22,0,0,0,-0.015879194226322904,0.0004768306602499176,1.6027931935257382
45,-0.4,0,0.6697266101837158,0,2,32,0,0,2,-0.019578026193711493,0.0005702256255385987,1.6032275303646368
46,-0.3375,0,0.6784036159515381,0,0,27,0,0,0,-0.015541725904094401,0.00042979593578493133,1.6040529785332858
47,0.8700000000000003,0,0.7089598178863525,0,9,42,0,1,7,-0.016100731307502697,0.0013372781363897917,1.6007659667068057
48,-0.37500000000000006,0,0.6830005645751953,0,4,32,0,0,3,-0.015110983306335079,0.0003825439575102507,1.603400695103186
49,-0.375,0,0.707453727722168,0,8,32,0,0,7,-0.0221547633840668,0.000991906580861539,1.6033753664405257
50,-0.5,0,0.6599037647247314,0,3,40,0,0,3,-0.02464767842967477,0.000735756276286431,1.6011375144675926
51,0.545,0,0.6768057346343994,0,6,5,0,0,5,-0.015440114808303339,0.0005752206486347546,1.6010901652000569
52,-0.4750000000000001,0,0.7046101093292236,0,1,38,0,0,1,-0.02028481845950915,0.000557717093050348,1.6020225562431194
53,0.11500000000000019,0,0.6940202713012695,0,2,24,0,0,1,-0.01351395002738745,0.00048131472286031083,1.6023691086857408
54,-0.30000000000000004,0,0.6774685382843018,0,11,24,0,0,11,-0.014680178292716544,0.001140798189537821,1.6034005471953638
55,-0.36750000000000005,0,0.6188068389892578,0,3,39,0,0,2,-0.03297242223871527,0.0009027944908626541,1.604065571670179
56,-0.275,0,0.6367568969726562,0,0,22,0,0,0,-0.01705315590111746,0.00030114963350900715,1.6022543443573845
57,-0.28750000000000003,0,0.7244224548339844,0,0,23,0,0,0,-0.02950015914178005,0.0009659656079191838,1.6042692407413766
58,0.017500000000000113,0,0.663609504699707,0,8,33,0,0,8,-0.0075585476674691395,0.0009646214542395811,1.603991174035602
59,-0.2625,0,0.6383309364318848,0,0,21,0,0,0,-0.02772443175005416,0.0008135400906825499,1.6011593617774822
60,-0.2075,0,0.7125759124755859,0,6,22,0,0,5,-0.0179621948843339,0.000807615036743152,1.6035752439940418
61,0.9,0,0.6507508754730225,0,6,27,0,1,5,-0.02906527144282504,0.0008949305779848015,1.6032270292441049
62,-0.25,0,0.6381864547729492,0,4,20,0,0,4,-0.022417751209879364,0.000578552531660269,1.604086423361743
63,0.01999999999999995,0,0.7154343128204346,0,1,22,0,0,0,-0.014632484401334767,0.0005972233232151877,1.603077710778625
64,1.33,0,0.6648778915405273,0,11,39,0,1,9,-0.003316530983688103,0.0008545896237744234,1.6016210339687489
65,-0.3025000000000001,0,0.661369800567627,0,5,25,0,0,5,-0.0037040548243870352,0.000949103606183022,1.6026826511930536
66,-0.495,0,0.687985897064209,0,6,43,0,0,6,-0.008473895826480456,0.0009938875766913186,1.6048920121457844
67,-0.5750000000000001,0,0.6843211650848389,0,6,46,0,0,6,-0.021578869834128354,0.0006950191727529379,1.6040798193878598
68,-0.44499999999999995,0,0.7286293506622314,0,7,45,0,0,7,-0.024121961409777955,0.0010396998146259787,1.6042693908567782
69,-0.18749999999999997,0,0.6784710884094238,0,0,15,0,0,0,-0.01286822990341871,0.00018652122039196104,1.6051819953653548
70,-0.43750000000000006,0,0.6210510730743408,0,12,38,0,0,12,-0.0106530685874599,0.0010030821194492053,1.6054646405908795
71,-0.0874999999999998,0,0.6998922824859619,0,3,33,0,0,2,-0.0076412978771798045,0.0010168878072120023,1.605026917325126
72,-0.3,0,0.6536457538604736,0,5,24,0,0,5,-0.014372603019216546,0.000776802773852557,1.604668269554774
73,-0.21500000000000005,0,0.6677837371826172,0,10,29,0,0,9,-0.013400187491680739,0.0014169505511220876,1.6037241915861766
74,-0.32499999999999996,0,0.7033627033233643,0,3,26,0,0,3,-0.013088175535408987,0.0003218380756659182,1.6032699644565582
75,-0.225,0,0.6663918495178223,0,8,20,0,0,8,-0.01600640036890076,0.00028115619431653917,1.603008011976878
76,-0.007499999999999896,0,0.6471803188323975,0,3,30,0,0,2,-0.0179745365296387,0.000939750510791643,1.6030846370591059
77,0.8075,0,0.7134602069854736,0,5,37,0,1,4,-0.023180018627533206,0.000905445370200686,1.6042593894181427
78,-0.32499999999999996,0,0.656395673751831,0,4,28,0,0,3,-0.011295702135949222,0.000279082195104945,1.6045450579237057
79,-0.6000000000000001,0,0.6576061248779297,0,2,48,0,0,2,-0.03603681929719945,0.0010379351662753598,1.6049950707841802
80,-0.37500000000000006,0,0.7067835330963135,0,1,30,0,0,1,-0.014354219755019854,0.00026359140542524197,1.603411453741568
81,-0.325,0,0.6641786098480225,0,3,26,0,0,3,-0.01882466223711769,0.0003976091258407929,1.6033427240671934
82,-0.375,0,0.6611018180847168,0,3,30,0,0,3,-0.019899656564963085,0.0004737113992805984,1.6040799132099857
83,-0.3125,0,0.736356258392334,0,2,25,0,0,2,-0.019127448511965295,0.0005055152421395569,1.6037704160919897
84,-0.3,0,0.6300084590911865,0,2,24,0,0,2,-0.008038993898986114,0.0004976009517945766,1.6037334358250654
85,-0.35750000000000004,0,0.7150747776031494,0,4,40,0,0,3,-0.023018908988753403,0.0005534835810871996,1.6042597415270627
86,1.145,0,0.6725301742553711,0,1,17,0,1,0,-0.006362288690137642,0.0004724361045511413,1.604009254111184
87,-0.04499999999999994,0,0.6336076259613037,0,4,22,0,0,3,-0.005788646465926258,0.0004750753246112523,1.602502814045659
88,0.34250000000000025,0,0.7203834056854248,0,4,23,0,0,3,-0.011459208240180655,0.0008353314482794906,1.6054027025346402
89,-0.22499999999999998,0,0.6720330715179443,0,0,18,0,0,0,-0.012165917601022456,0.00025967894974264234,1.6036271221107907
90,-0.3125,0,0.6808032989501953,0,4,27,0,0,3,-0.01780163965843342,0.00036156620063097105,1.6048788373117093
91,-0.2375,0,0.7026915550231934,0,2,19,0,0,2,-0.01669063300963629,0.0002830264440171163,1.6046308003090046
92,-0.3,0,0.6735868453979492,0,2,24,0,0,2,-0.020952633056030782,0.0003934510654047129,1.6047214015766427
93,-0.5250000000000001,0,0.7037148475646973,0,7,44,0,0,6,-0.006241076479286508,0.0009765399488006394,1.604493526396928
94,-0.3875,0,0.6369853019714355,0,1,31,0,0,1,-0.006215329411336117,0.0006459934344577158,1.6042327582836151
95,0.7500000000000003,0,0.6514525413513184,0,5,32,1,1,4,-0.016397879450340516,0.0004862743718335686,1.6042114430003698
96,-0.595,0,0.6977756023406982,0,4,48,0,0,4,-0.018804384705921016,0.00028093383961302074,1.605906508587025
97,-0.43750000000000006,0,0.6282691955566406,0,1,35,0,0,1,-0.02157704858109355,0.00037217739363008763,1.6047163429083646
98,-0.275,0,0.6614806652069092,0,0,22,0,0,0,-0.012931887077650538,0.00021173178107392572,1.6052732202741835
99,-0.4,0,0.6913533210754395,0,0,32,0,0,0,-0.0276456601417589,0.000490319344009638,1.6046646104918585
100,2.0425,0,0.6454455852508545,0,3,35,1,2,1,-0.010450741077807767,0.0005763278531551761,1.6034801105658214
101,0.40000000000000036,0,0.653947114944458,0,12,26,0,0,11,0.003613720139212631,0.0012848292940261714,1.6062592643278617
102,-0.3375,0,0.7024946212768555,0,8,27,0,0,8,-0.017459418460795725,0.0008194119771186847,1.604788370706417
103,0.16250000000000006,0,0.6960616111755371,0,5,14,0,0,4,-0.01736921015954404,0.0003278061595040298,1.6052831698347019
104,0.7274999999999994,0,0.7427065372467041,0,4,21,0,0,3,0.012108835374453555,0.0026605080620182788,1.60486380148817
105,-0.23750000000000002,0,0.6423311233520508,0,4,21,0,0,3,-0.018112389017241423,0.00036989443302320806,1.60437203557403
106,-0.275,0,0.6383862495422363,0,2,22,0,0,2,-0.01654820171771226,0.00024991003264713326,1.6043962836265564
107,-0.2375,0,0.7266721725463867,0,0,19,0,0,0,-0.017271728841242968,0.0002880527096733381,1.6052754819393158
108,-0.35000000000000003,0,0.672767162322998,0,4,28,0,0,4,-0.024299486807582003,0.0006209189396840344,1.6050962651217424
109,-0.13499999999999998,0,0.688467264175415,0,2,16,0,0,1,-0.025792772553999116,0.0007878470555859721,1.6042968564563327
110,-0.07250000000000002,0,0.7251558303833008,0,3,18,0,0,2,-0.01343917076613892,0.001228850881636654,1.6039938672825143
111,-0.2875,0,0.6741125583648682,0,7,23,0,0,7,-0.00977803107040624,0.0007003672511171725,1.6047127434500943
112,0.17750000000000019,0,0.7454860210418701,0,2,14,0,0,1,-0.005389938406922199,0.001309885895903208,1.6044531828827326
113,1.0300000000000002,0,0.679729700088501,0,3,13,1,1,2,-0.017549908116321872,0.0002453609241999604,1.6053823917000383
114,0.052500000000000095,0,0.6370344161987305,0,5,15,0,0,4,-0.016519992207004515,0.0003547827503590876,1.6053526622277718
115,-0.26250000000000007,0,0.7188470363616943,0,10,23,0,0,9,-0.014982535150247039,0.00012916706025049388,1.6042477466441967
116,0.7375000000000003,0,0.644035816192627,0,5,35,1,1,4,-0.02587853410039787,0.0009798397998203312,1.6054762579776622
117,-0.4875000000000001,0,0.6549055576324463,0,9,41,0,0,8,-0.010695458234598238,0.0005068845342589947,1.6057556205325656
118,-0.275,0,0.7244603633880615,0,6,22,0,0,6,-0.017175524116114334,0.00030611000389637027,1.605335471806703
119,-0.4750000000000001,0,0.639268159866333,0,3,38,0,0,3,-0.013565158083414039,0.00033477011616005604,1.6059301031960382
120,-0.38750000000000007,0,0.6674060821533203,0,7,31,0,0,7,-0.016609174984127836,0.000477131249146328,1.6045855802518352
121,-0.1625,0,0.7158875465393066,0,1,13,0,0,1,-0.014537779950640269,0.00020708976816580032,1.605677412615882
122,-0.4250000000000001,0,0.6431186199188232,0,8,34,0,0,8,-0.020266761063356644,0.00042281394997051915,1.605498574398182
123,-0.6375000000000003,0,0.6441123485565186,0,4,51,0,0,4,-0.020211203204881813,0.00040402276142430607,1.605153716272778
124,-0.1375,0,0.6878204345703125,0,4,11,0,0,4,-0.024665664717624033,0.0005642599880687552,1.6052178652198226
125,0.3150000000000003,0,0.6571836471557617,0,4,19,0,0,3,-0.00430984875290758,0.0007232668565042772,1.6050440393112324
126,-0.7125000000000001,0,0.7262229919433594,0,2,57,0,0,2,-0.017977842241870583,0.00025040431425586246,1.6049990786446466
127,-0.4125,0,0.6468734741210938,0,1,33,0,0,1,-0.022109041550990055,0.000352094572123127,1.6031971507602267
128,0.1500000000000001,0,0.650139570236206,0,6,18,0,0,5,-0.007128838906754498,0.0005559942146183951,1.6048522183188685
129,-0.5375,0,0.7208235263824463,0,2,43,0,0,2,-0.01669126670566146,0.0003023732653588602,1.605355625903165
130,-0.1375,0,0.6654584407806396,0,2,11,0,0,2,-0.007770506242566086,0.0006520838155002505,1.6038208383101002
131,0.030000000000000124,0,0.6834614276885986,0,2,16,0,0,1,-0.016935216400910308,0.00023759537741185267,1.6054348007396415
132,-0.35000000000000003,0,0.7142214775085449,0,2,28,0,0,2,-0.020696678699028713,0.0008287719716487138,1.6057982930430659
133,-0.22499999999999998,0,0.6547174453735352,0,1,18,0,0,1,-0.01567226735426596,0.00025417843172556885,1.6047711946346142
134,-0.25,0,0.7202181816101074,0,3,20,0,0,3,-0.012448761982981255,0.0002665894187826302,1.6045638102072257
135,-0.2625,0,0.6695058345794678,0,0,21,0,0,0,-0.012842133563632768,0.00015892220548454874,1.6050877063362685
136,-0.19999999999999998,0,0.6644513607025146,0,4,18,0,0,3,-0.009213517540720879,0.0007051987102043124,1.6037018387405961
137,0.7674999999999998,0,0.7177085876464844,0,1,27,0,1,0,-0.0233977516181767,0.0005879344636885781,1.6041942062201322
138,-0.38750000000000007,0,0.6496198177337646,0,0,31,0,0,0,-0.017644920205283493,0.00025294097745915463,1.6048234943990354
139,-0.05499999999999998,0,0.6653985977172852,0,8,21,0,0,7,-0.01697340199758333,0.0004628120500107442,1.6057695470474385
140,-0.07999999999999999,0,0.7210280895233154,0,5,18,0,0,5,-0.0164321380391441,0.0005970175539939373,1.6054273689234697
141,0.5624999999999999,0,0.6755146980285645,0,2,21,0,0,1,-0.008391864201122963,0.0005946525080994206,1.605099810494317
142,-0.2375,0,0.7116045951843262,0,0,19,0,0,0,-0.02152160718105733,0.00036055481823008917,1.604361653327942
143,-0.20750000000000002,0,0.6523585319519043,0,8,22,0,0,7,-0.015850626518604933,0.0002563331725008732,1.6052214911690463
144,-0.35,0,0.661668062210083,0,2,28,0,0,2,-0.018286948859760607,0.0002929944344400166,1.6042261123657227
145,-0.475,0,0.7022945880889893,0,21,41,0,0,21,-0.015304512076976674,0.0020115369024127114,1.604031088175597
146,1.224999999999999,0,0.6880381107330322,0,3,12,0,0,1,-0.0026097885005314037,0.001642541384440197,1.6056243214342327
147,0.3124999999999996,0,0.654512882232666,0,9,25,0,0,8,-0.004556502603615323,0.0005678833897933247,1.6045084993044534
148,0.08250000000000013,0,0.7057623863220215,0,4,27,0,0,3,-0.013215594942233077,0.0005462102432790837,1.6056451830599041
149,0.34250000000000014,0,0.671419620513916,0,5,21,0,0,4,-0.007579282762620735,0.00054375317048253,1.6048202801633764
150,-0.48750000000000016,0,0.6889665126800537,0,0,39,0,0,0,-0.017732022761332768,0.00022699856943299548,1.605724251932568
151,-0.25,0,0.7313156127929688,0,2,21,0,0,2,-0.02521812177642628,0.0003644972871315168,1.6035002492092274
152,-0.1875,0,0.6138575077056885,0,4,15,0,0,4,-0.012976916825950698,0.0002346351868033295,1.603892766767078
153,-0.004999999999999935,0,0.6708924770355225,0,4,22,0,0,4,-0.024929721037753757,0.0004844705155964135,1.605064277295713
154,-0.375,0,0.7625007629394531,0,3,30,0,0,3,-0.026821690516684343,0.000855783959576631,1.6043104165130193
155,0.7625000000000001,0,0.7237980365753174,0,3,21,0,1,2,-0.022782930845601693,0.00036777508501195655,1.6037333287574627
156,-0.1575,0,0.705223798751831,0,9,17,0,0,8,-0.01210982146396957,0.00011612483401549182,1.6057547684069033
157,0.10250000000000012,0,0.7518031597137451,0,6,13,0,0,5,-0.01358873752394208,0.0009098776290522707,1.6035245127148097
158,-0.26249999999999996,0,0.6853122711181641,0,4,23,0,0,3,-0.02248779788647813,0.0003707814065608581,1.6055134766631656
159,-0.11999999999999994,0,0.7425248622894287,0,4,25,0,0,3,-0.013412825306187627,0.00025187819186834595,1.6039881066039756
160,0.8075000000000001,0,0.7212128639221191,0,6,25,0,1,5,-0.01788125432924264,0.0006071575361948952,1.6040550746299602
161,-0.32499999999999996,0,0.6978640556335449,0,7,26,0,0,7,-0.009006352491538833,0.00047742939706486284,1.604339748620987
162,-0.07499999999999996,0,0.7545046806335449,0,3,24,0,0,3,-0.013659977345485932,0.0006589608256013702,1.6025676352006417
163,1.2375,0,0.6850967407226562,0,3,17,0,1,2,-0.015128597125617996,0.00015371659586238334,1.603815566610407
164,-0.5125,0,0.6897356510162354,0,1,41,0,0,1,-0.0249722467355982,0.0005020315886589996,1.6046085534272372
165,0.8650000000000001,0,0.7098264694213867,0,2,18,0,1,1,-0.023839689247931048,0.0005834170517261333,1.6043624270845342
166,1.3925,0,0.6907739639282227,0,3,15,0,1,1,-0.012673994759097695,0.0005158168503189287,1.6049540219483553
167,-0.26749999999999996,0,0.662416934967041,0,3,25,0,0,3,-0.01884798458949835,0.0007271888025234141,1.6047546962896981
168,-0.275,0,0.7204184532165527,0,0,22,0,0,0,-0.020410603058903857,0.00043635484244594933,1.6026065680715773
169,-0.425,0,0.6612682342529297,0,0,34,0,0,0,-0.017866420162910665,0.0002250668848315353,1.6034685914163238
170,-0.2875,0,0.7283179759979248,0,6,23,0,0,6,-0.013326591958671256,0.00020915628208064327,1.6037849717670016
171,0.4800000000000003,0,0.692814826965332,0,5,6,0,0,4,-0.00824083668973159,0.0002704788516245342,1.6020160571292594
172,-0.39749999999999996,0,0.6814801692962646,0,4,32,0,0,4,-0.01290358233920954,0.000150920388531829,1.605172007172196
173,-0.20249999999999996,0,0.7429993152618408,0,4,35,0,0,3,-0.02371407391641427,0.0007244325262966022,1.6053995081671961
174,-0.2575,0,0.6625440120697021,0,6,22,0,0,6,-0.020127135268584995,0.0006095372898824201,1.603437336506667
175,-0.23500000000000001,0,0.6916263103485107,0,4,20,0,0,4,-0.01469186376090403,9.621576419378471e-05,1.6022262065498918
176,0.8775000000000001,0,0.697047233581543,0,6,13,0,1,5,-0.013792865443974733,0.00010902402428136782,1.602415939172109
177,0.7849999999999998,0,0.7045817375183105,0,4,23,0,0,2,0.014089436235803145,0.003828637504684978,1.603105080348474
178,0.9500000000000001,0,0.7185027599334717,0,3,27,0,1,2,-0.005442055908066255,0.00047916884295583987,1.6020637772701403
179,-0.1225,0,0.6813693046569824,0,4,27,0,0,2,-0.009852739620125955,0.00023472766631498306,1.603988863803722
180,-0.22999999999999998,0,0.6691246032714844,0,4,23,0,0,3,-0.021782577348252136,0.0002952780604298604,1.6048637054584645
181,-0.21000000000000002,0,0.7253639698028564,0,6,27,0,0,5,-0.019506880108060107,0.0005293078778957308,1.6016514290262152
182,-0.26249999999999996,0,0.6830904483795166,0,1,21,0,0,1,-0.022093100516401506,0.0003843416221890287,1.6038729438075314
183,-0.25,0,0.6581945419311523,0,5,20,0,0,5,-0.01933623904672762,0.0011466811997342674,1.6016648511091869
184,0.08500000000000021,0,0.730919361114502,0,1,25,0,0,0,-0.015116406846101639,0.000708983016640677,1.6007915624865778
185,0.9249999999999999,0,0.6643006801605225,0,4,8,0,1,3,-0.013805239547595934,0.000180640847140715,1.600514581909886
186,-0.007500000000000007,0,0.6576669216156006,0,10,16,0,0,9,-0.022313465993782436,0.0008726324259074376,1.6013492952894284
187,-0.275,0,0.7131681442260742,0,5,22,0,0,5,-0.022034171356440143,0.0005271194458166796,1.6048550804456077
188,-0.23750000000000002,0,0.6871128082275391,0,3,19,0,0,3,-0.013919661951216834,0.00016784019458943858,1.6033398144774966
189,-0.25,0,0.7078514099121094,0,6,21,0,0,6,-0.026109795991538298,0.00190360859447305,1.602403801900369
190,-0.1,0,0.749553918838501,0,2,8,0,0,2,-0.01364318328840589,0.00011011402572582542,1.6017638930567988
191,-0.08000000000000002,0,0.7080881595611572,0,4,16,0,0,3,-0.023584980759079808,0.0006027332801885641,1.6048184246928603
192,-0.325,0,0.7299556732177734,0,3,26,0,0,3,-0.019147571745432086,0.0003467747335764591,1.6011322604285347
193,-0.3375000000000001,0,0.7009234428405762,0,1,27,0,0,1,-0.031098158538548484,0.0007742804431649971,1.601192812124888
194,0.3700000000000001,0,0.7352249622344971,0,3,32,0,0,2,-0.027227063559823565,0.0011038097970418614,1.6010536132035433
195,0.9700000000000002,0,0.7543110847473145,0,4,25,0,0,3,0.00378179328550619,0.0018750468497877502,1.5988135922838138
196,-0.19999999999999998,0,0.6707034111022949,0,0,16,0,0,0,-0.01631630550104159,0.00022074868527559657,1.6025161268534482
197,-0.29999999999999993,0,0.6649632453918457,0,0,24,0,0,0,-0.013361813810964426,0.00011964023238397736,1.6012933022446103
198,0.9099999999999998,0,0.7256679534912109,0,2,10,0,0,1,-0.012483267424007256,0.0005386925124338187,1.6028173356144517
199,-0.15,0,0.6380352973937988,0,1,20,0,0,1,-0.013728767590321324,0.0004633269745223173,1.6014973399815737
200,-0.37500000000000006,0,0.7643659114837646,0,1,30,0,0,1,-0.020642640922839444,0.000254324753978418,1.599967109936255
201,-0.125,0,0.6725804805755615,0,1,12,0,0,0,-0.017997990474449818,0.00025237161798862136,1.6045520338747237
202,0.8400000000000001,0,0.6610686779022217,0,2,16,0,1,1,-0.02225219696346256,0.00046639806441887933,1.6020834147930145
203,-0.28750000000000003,0,0.7241611480712891,0,0,23,0,0,0,-0.02029710134525818,0.000284018144182083,1.5988429751661088
204,1.0599999999999998,0,0.6994853019714355,0,2,19,0,0,1,-0.005253986084695767,0.0010635698176852126,1.6015405025747087
205,-0.25,0,0.6888279914855957,0,0,20,0,0,0,-0.02236787867904813,0.0003304553325224921,1.601887465627105
206,0.02750000000000001,0,0.7292816638946533,0,2,23,0,0,2,-0.01487384826220848,0.0001439590884672665,1.6019080424750292
207,-0.3125,0,0.689345121383667,0,5,25,0,0,5,-0.01623538105438153,0.00021658975079014823,1.6009606840433899
208,-0.375,0,0.7119731903076172,0,2,30,0,0,2,-0.019695530317861722,0.0003497277811791227,1.603050356661832
209,-0.33749999999999997,0,0.6479606628417969,0,4,27,0,0,4,-0.0246958881099191,0.0006753691636164226,1.5999919474124908
210,-0.275,0,0.6723067760467529,0,0,22,0,0,0,-0.014789067355364009,0.00013678409602254268,1.5993214580747814
211,1.0100000000000002,0,0.719428300857544,0,4,16,0,1,3,-0.013369922802128174,0.00018228947174754235,1.5992920288333188
212,-0.05749999999999995,0,0.6651871204376221,0,1,20,0,0,0,-0.014223727035439677,0.00013455004702900698,1.6020485096507602
213,-0.4750000000000001,0,0.6789417266845703,0,9,40,0,0,8,-0.015488854040288262,0.0007169684366633243,1.6028035349316068
214,-0.45000000000000007,0,0.7388532161712646,0,5,36,0,0,5,-0.018428941084830848,0.0002723832709573795,1.6043852004739974
215,-0.5000000000000001,0,0.6580262184143066,0,8,45,0,0,7,-0.01010162079775775,0.0006856494982009755,1.6023225011648956
216,-0.07249999999999995,0,0.7341256141662598,0,4,24,0,0,3,-0.010337895756863336,0.0005559710813310456,1.5994226380630776
217,-0.4750000000000001,0,0.690666913986206,0,2,39,0,0,2,-0.014738896913412545,0.0003784129967683127,1.6024035612742105
218,-0.25,0,0.7064049243927002,0,1,22,0,0,0,-0.01671065588447231,0.00019768743021763712,1.6024528995708183
219,0.8174999999999997,0,0.7516155242919922,0,8,14,0,0,7,0.002273847668052272,0.0010398930813694293,1.5992670357227325
220,-0.2875,0,0.7277810573577881,0,5,23,0,0,5,-0.03187295421095634,0.0013396160181250207,1.6020081175698175
221,1.3524999999999991,0,0.7066967487335205,0,4,20,0,0,4,-0.0036262123397103056,0.0012860520408404241,1.6026494238111706
222,-0.475,0,0.7547874450683594,0,2,38,0,0,2,-0.019277249721603263,0.0002784526432040302,1.6028413286915533
223,1.135,0,0.7496726512908936,0,6,20,1,1,4,-0.02070006585886909,0.0006126825157702867,1.6002729159814337
