Episode,Avg Reward,Total Tasks,Episode Time
75,0.0,0,0.7412886619567871
76,0.0,0,0.6848852634429932
77,0.0,0,0.685490608215332
78,0.0,0,0.7317514419555664
79,0.0,0,0.657355785369873
80,0.0,0,0.6756305694580078
81,0.0,0,0.7134685516357422
82,0.0,0,0.66615891456604
83,0.0,0,0.663719654083252
84,0.0,0,0.7211887836456299
85,0.375,1,0.6939010620117188
86,0.0,0,0.6687238216400146
87,0.0,0,0.7180490493774414
88,0.0,0,0.6786811351776123
89,0.0,0,0.7023255825042725
90,0.0,0,0.661224365234375
91,0.0,0,0.6779382228851318
92,0.0,0,0.7050411701202393
93,0.0,0,0.6596453189849854
94,0.0,0,0.6661794185638428
95,0.0,0,0.697274923324585
96,0.0,0,0.6659543514251709
97,0.0,0,0.7022421360015869
98,0.0,0,0.6513378620147705
99,0.0,0,0.6803476810455322
100,0.0,0,0.7470595836639404
101,0.0,0,0.6988620758056641
102,0.0,0,0.6694378852844238
103,0.25,1,0.7147693634033203
104,0.0,0,0.6683549880981445
105,0.0,0,0.6591863632202148
106,0.0,0,0.716400146484375
107,0.0,0,0.6636099815368652
108,0.0,0,0.6540184020996094
109,0.0,0,0.7364928722381592
110,0.0,0,0.6913127899169922
111,0.0,0,0.7282693386077881
112,0.0,0,0.6805009841918945
113,0.0,0,0.6857054233551025
114,0.0,0,0.7266278266906738
115,0.25,1,0.6756725311279297
116,0.0,0,0.6671371459960938
117,0.0,0,0.7271816730499268
118,0.0,0,0.6527037620544434
119,0.25,1,0.622687816619873
120,0.0,0,0.7021129131317139
121,0.0,0,0.6405072212219238
122,0.25,1,0.6436910629272461
123,0.0,0,0.700411319732666
124,0.0,0,0.6511859893798828
125,0.0,0,0.6670622825622559
126,0.0,0,0.6998434066772461
127,0.0,0,0.6524121761322021
128,0.0,0,0.7364323139190674
129,0.0,0,0.6692891120910645
130,0.0,0,0.6727674007415771
131,0.0,0,0.7230160236358643
132,0.0,0,0.6586666107177734
133,0.0,0,0.6743133068084717
134,0.0,0,0.7291395664215088
135,0.0,0,0.6599669456481934
136,0.0,0,0.7240564823150635
137,0.0,0,0.6539938449859619
138,0.25,1,0.6651663780212402
139,0.0,0,0.7119414806365967
140,0.0,0,0.6694960594177246
141,0.0,0,0.6753857135772705
142,0.0,0,0.7071518898010254
143,0.0,0,0.6946227550506592
144,0.625,2,0.7588989734649658
145,0.0,0,0.6888463497161865
146,0.0,0,0.6733684539794922
147,0.0,0,0.7196118831634521
148,0.0,0,0.6632096767425537
149,0.0,0,0.6918139457702637
150,0.0,0,0.7377252578735352
151,0.25,1,0.7042703628540039
152,0.0,0,0.6934528350830078
153,0.0,0,0.7337970733642578
154,0.0,0,0.6820261478424072
155,0.0,0,0.7229049205780029
156,0.0,0,0.6897058486938477
157,0.0,0,0.6791741847991943
158,0.0,0,0.7300224304199219
159,0.0,0,0.6855440139770508
160,0.0,0,0.697211503982544
161,0.0,0,0.7511372566223145
162,0.0,0,0.6849377155303955
163,0.0,0,0.6730303764343262
164,0.0,0,0.7100315093994141
165,0.25,1,0.6622059345245361
166,0.0,0,0.6452641487121582
167,0.0,0,0.7369863986968994
168,0.0,0,0.6630287170410156
169,0.0,0,0.6625816822052002
170,0.0,0,0.7424118518829346
171,0.0,0,0.7104833126068115
172,0.0,0,0.7398755550384521
173,0.25,1,0.7782959938049316
174,0.0,0,0.7130546569824219
175,0.0,0,0.6955702304840088
176,0.0,0,0.7176187038421631
177,0.0,0,0.682551383972168
178,0.0,0,0.765256404876709
179,0.0,0,0.6527915000915527
180,0.0,0,0.663339376449585
181,0.0,0,0.7096459865570068
182,0.0,0,0.6921894550323486
183,0.0,0,0.692603588104248
184,0.25,1,0.7221558094024658
185,0.0,0,0.682499885559082
186,0.0,0,0.6913044452667236
187,0.0,0,0.7445170879364014
188,0.0,0,0.6811506748199463
189,0.0,0,0.7080004215240479
190,0.0,0,0.6933701038360596
191,0.0,0,0.6828103065490723
192,0.25,1,0.7712178230285645
193,0.0,0,0.6693379878997803
194,0.0,0,0.6717150211334229
195,0.0,0,0.7418055534362793
196,0.0,0,0.667945146560669
197,0.0,0,0.6296954154968262
198,0.0,0,0.7136552333831787
199,0.0,0,0.6818869113922119
200,0.0,0,0.722203254699707
201,0.0,0,0.6561794281005859
202,0.0,0,0.6545844078063965
203,0.0,0,0.7600939273834229
204,0.0,0,0.7033553123474121
205,0.0,0,0.6803798675537109
206,0.0,0,0.731776237487793
207,0.0,0,0.6695921421051025
208,0.0,0,0.6788008213043213
209,0.0,0,0.6562626361846924
210,0.0,0,0.6575090885162354
211,0.0,0,0.7180769443511963
212,0.0,0,0.6906249523162842
213,0.0,0,0.6941497325897217
214,0.0,0,0.7568516731262207
215,0.0,0,0.682274341583252
216,0.0,0,0.6933984756469727
217,0.25,1,0.7584564685821533
218,0.0,0,0.6785287857055664
219,0.0,0,0.692011833190918
220,0.0,0,0.723259687423706
221,0.0,0,0.6812620162963867
222,0.25,1,0.6720085144042969
223,0.0,0,0.7135233879089355
224,0.0,0,0.6689455509185791
225,0.0,0,0.734635591506958
226,0.0,0,0.6840863227844238
227,0.25,1,0.6838908195495605
228,0.0,0,0.7517809867858887
229,0.0,0,0.6962411403656006
230,0.0,0,0.6633992195129395
231,0.0,0,0.7265758514404297
232,0.25,1,0.7059311866760254
233,0.0,0,0.7466225624084473
234,0.0,0,0.6914577484130859
235,0.0,0,0.7195568084716797
236,0.0,0,0.7689509391784668
237,0.0,0,0.6846835613250732
238,0.0,0,0.6671056747436523
239,0.0,0,0.7338724136352539
240,0.0,0,0.7163457870483398
241,0.0,0,0.6914398670196533
242,0.0,0,0.7231860160827637
243,0.0,0,0.6877789497375488
244,0.0,0,0.639685869216919
245,0.0,0,0.7408068180084229
246,0.0,0,0.6982583999633789
247,0.0,0,0.751641035079956
248,0.0,0,0.6915209293365479
249,0.25,1,0.7069840431213379
250,0.0,0,0.7179994583129883
251,0.0,0,0.677051305770874
252,0.0,0,0.6861855983734131
253,0.0,0,0.7359881401062012
254,0.0,0,0.6901414394378662
255,0.0,0,0.6708152294158936
256,0.0,0,0.7187538146972656
257,0.0,0,0.6726229190826416
258,0.0,0,0.666252851486206
259,0.0,0,0.7124817371368408
260,0.0,0,0.6778063774108887
261,0.0,0,0.7108645439147949
262,0.25,1,0.67618727684021
263,0.0,0,0.6700079441070557
264,0.0,0,0.7069640159606934
265,0.0,0,0.6877832412719727
266,0.0,0,0.6933414936065674
267,0.25,1,0.7434532642364502
268,0.0,0,0.6632070541381836
269,0.5,2,0.7109980583190918
270,0.0,0,0.6680104732513428
271,0.0,0,0.6946702003479004
272,0.0,0,0.7100646495819092
273,0.0,0,0.6846482753753662
274,0.0,0,0.7015376091003418
275,0.625,2,0.7193360328674316
276,0.0,0,0.6883537769317627
277,0.0,0,0.7185251712799072
278,0.0,0,0.6481423377990723
279,0.0,0,0.6686375141143799
280,0.375,1,0.7052221298217773
281,0.25,1,0.6737468242645264
282,0.0,0,0.6560008525848389
283,0.0,0,0.7219011783599854
284,0.0,0,0.6752128601074219
285,0.0,0,0.6776525974273682
286,0.0,0,0.7280356884002686
287,0.0,0,0.6507105827331543
288,0.0,0,0.7318820953369141
289,0.0,0,0.6924006938934326
290,0.0,0,0.6535959243774414
291,0.0,0,0.751619815826416
292,0.0,0,0.6944599151611328
293,0.0,0,0.6823296546936035
294,0.0,0,0.7284102439880371
295,0.0,0,0.6757247447967529
296,0.0,0,0.7488536834716797
297,0.0,0,0.6879425048828125
298,0.0,0,0.6759514808654785
299,0.0,0,0.6960766315460205
300,0.0,0,0.6735866069793701
301,0.0,0,0.6765749454498291
302,0.0,0,0.7197740077972412
303,0.0,0,0.6804633140563965
304,0.375,1,0.6797924041748047
305,0.0,0,0.7452073097229004
306,0.0,0,0.6846070289611816
307,0.375,1,0.6648654937744141
308,0.0,0,0.7610390186309814
309,0.0,0,0.6892454624176025
310,0.0,0,0.6667518615722656
311,0.0,0,0.7354166507720947
312,0.0,0,0.6706147193908691
313,0.0,0,0.675391435623169
314,0.0,0,0.672654390335083
315,0.0,0,0.6728954315185547
316,0.0,0,0.7369818687438965
317,0.0,0,0.6525309085845947
318,0.0,0,0.6494171619415283
319,0.5,2,0.7086129188537598
320,0.0,0,0.6387090682983398
321,0.0,0,0.6619179248809814
322,0.0,0,0.7302761077880859
323,0.0,0,0.6876199245452881
324,0.0,0,0.7215003967285156
325,0.0,0,0.6681711673736572
326,0.0,0,0.6962931156158447
327,0.0,0,0.748110294342041
328,0.0,0,0.6731019020080566
329,0.0,0,0.6945269107818604
330,0.25,1,0.7265067100524902
331,0.0,0,0.7057211399078369
332,0.0,0,0.747225284576416
333,0.0,0,0.6230030059814453
334,0.0,0,0.6765480041503906
335,0.0,0,0.7286148071289062
336,0.0,0,0.6715002059936523
337,0.375,1,0.6756298542022705
338,0.0,0,0.7066946029663086
339,0.0,0,0.6833524703979492
340,0.375,1,0.6631934642791748
341,0.0,0,0.7165312767028809
342,0.0,0,0.6730442047119141
343,0.0,0,0.7479472160339355
344,0.0,0,0.6701972484588623
345,0.0,0,0.6675379276275635
346,0.0,0,0.7120800018310547
347,0.0,0,0.6752996444702148
348,0.0,0,0.669583797454834
349,0.0,0,0.7495803833007812
350,0.0,0,0.6680686473846436
351,0.25,1,0.6815657615661621
352,0.0,0,0.7139942646026611
353,0.0,0,0.6701095104217529
354,0.0,0,0.7148816585540771
355,0.0,0,0.6680409908294678
356,0.0,0,0.6870825290679932
357,0.0,0,0.7131052017211914
358,0.0,0,0.6646475791931152
359,0.25,1,0.6752049922943115
360,0.0,0,0.7021787166595459
361,0.0,0,0.665203332901001
362,0.0,0,0.6718077659606934
363,0.0,0,0.6992650032043457
364,0.0,0,0.6671473979949951
365,0.0,0,0.651930570602417
366,0.0,0,0.7220680713653564
367,0.375,1,0.6782650947570801
368,0.375,1,0.6686296463012695
369,0.0,0,0.7218201160430908
370,0.0,0,0.6929318904876709
371,0.0,0,0.7732255458831787
372,0.0,0,0.7018747329711914
373,0.0,0,0.7092785835266113
374,0.75,2,0.7325341701507568
375,0.0,0,0.6581065654754639
376,0.0,0,0.6803054809570312
377,0.0,0,0.6839382648468018
378,0.0,0,0.6581065654754639
379,0.0,0,0.6643009185791016
380,0.0,0,0.710982084274292
381,0.0,0,0.6703662872314453
382,0.0,0,0.7031049728393555
383,0.0,0,0.6427018642425537
384,0.0,0,0.6711375713348389
385,0.0,0,0.7147367000579834
386,0.0,0,0.6671662330627441
387,0.0,0,0.6687781810760498
388,0.0,0,0.7073042392730713
389,0.0,0,0.662726879119873
390,0.0,0,0.656174898147583
391,0.25,1,0.7198400497436523
392,0.0,0,0.6690995693206787
393,0.0,0,0.6721267700195312
394,0.0,0,0.7232146263122559
395,0.0,0,0.6452977657318115
396,0.0,0,0.6998839378356934
397,0.0,0,0.6947259902954102
398,0.0,0,0.6323163509368896
399,0.0,0,0.716724157333374
400,0.0,0,0.6541988849639893
401,0.0,0,0.6595847606658936
402,0.0,0,0.7120144367218018
403,0.0,0,0.6840403079986572
404,0.25,1,0.7174487113952637
405,0.0,0,0.6613566875457764
406,0.0,0,0.7145397663116455
407,0.0,0,0.7484772205352783
408,0.0,0,0.7265114784240723
409,0.0,0,0.672980785369873
410,0.0,0,0.7302560806274414
411,0.0,0,0.6702163219451904
412,0.0,0,0.6836187839508057
413,0.0,0,0.6885337829589844
414,0.0,0,0.651862382888794
415,0.25,1,0.7186641693115234
416,0.25,1,0.6610956192016602
417,0.0,0,0.6827123165130615
418,0.0,0,0.7148985862731934
419,0.0,0,0.673285722732544
420,0.0,0,0.6611344814300537
421,0.0,0,0.7335000038146973
422,0.0,0,0.683617353439331
423,0.0,0,0.7016146183013916
424,0.0,0,0.7267677783966064
425,0.0,0,0.6894693374633789
426,0.0,0,0.7710425853729248
427,0.0,0,0.7101116180419922
428,0.0,0,0.6968717575073242
429,0.0,0,0.7742569446563721
430,0.0,0,0.6677529811859131
431,0.0,0,0.6495747566223145
432,0.0,0,0.705575704574585
433,0.0,0,0.6506392955780029
434,0.0,0,0.7214913368225098
435,0.0,0,0.6673777103424072
436,0.0,0,0.6584892272949219
437,0.0,0,0.723707914352417
438,0.0,0,0.6659915447235107
439,0.0,0,0.6727597713470459
440,0.25,1,0.7544353008270264
441,0.0,0,0.6971461772918701
442,0.0,0,0.6773877143859863
443,0.0,0,0.7461731433868408
444,0.0,0,0.6757075786590576
445,0.0,0,0.7276384830474854
446,0.0,0,0.6630089282989502
447,0.25,1,0.6669762134552002
448,0.0,0,0.7152295112609863
449,0.0,0,0.6705102920532227
450,0.0,0,0.7430572509765625
451,0.25,1,0.6482195854187012
452,0.0,0,0.6888830661773682
453,0.0,0,0.7483701705932617
454,0.0,0,0.6906330585479736
455,0.0,0,0.6703009605407715
456,0.375,1,0.7147536277770996
457,0.0,0,0.6909794807434082
458,0.0,0,0.6887707710266113
459,0.25,1,0.7361979484558105
460,0.0,0,0.6783592700958252
461,0.0,0,0.7638516426086426
462,0.0,0,0.6819291114807129
463,0.0,0,0.6505579948425293
464,0.0,0,0.7169888019561768
465,0.0,0,0.652275800704956
466,0.0,0,0.6551594734191895
467,0.0,0,0.702582836151123
468,0.0,0,0.6728053092956543
469,0.25,1,0.7645242214202881
470,0.0,0,0.6475975513458252
471,0.0,0,0.6718916893005371
472,0.0,0,0.7275781631469727
473,0.0,0,0.6964788436889648
474,0.0,0,0.7338526248931885
475,0.0,0,0.7245588302612305
476,0.0,0,0.7180211544036865
477,0.0,0,0.680269718170166
478,0.0,0,0.7177684307098389
479,0.0,0,0.6875789165496826
480,0.0,0,0.7223868370056152
481,0.0,0,0.6657817363739014
482,0.0,0,0.6873316764831543
483,0.0,0,0.740394115447998
484,0.0,0,0.6716606616973877
485,0.0,0,0.6881558895111084
486,0.0,0,0.7090303897857666
487,0.0,0,0.6659095287322998
488,0.0,0,0.7338893413543701
489,0.0,0,0.6471045017242432
490,0.25,1,0.6735894680023193
491,0.0,0,0.718836784362793
492,0.0,0,0.6512439250946045
493,0.25,1,0.65834641456604
494,0.0,0,0.7051165103912354
495,0.0,0,0.6437215805053711
496,0.0,0,0.724815845489502
497,0.0,0,0.6724541187286377
498,0.375,1,0.6574528217315674
499,0.25,1,0.7100157737731934
500,0.0,0,0.6729607582092285
501,0.0,0,0.6777536869049072
502,0.0,0,0.7173712253570557
503,0.25,1,0.6590511798858643
504,0.25,1,0.6716926097869873
505,0.0,0,0.7315225601196289
506,0.0,0,0.7046144008636475
507,0.0,0,0.6673455238342285
508,0.0,0,0.7153098583221436
509,0.25,1,0.672870397567749
510,0.0,0,0.7429969310760498
511,0.0,0,0.6670448780059814
512,0.0,0,0.6967175006866455
513,0.0,0,0.740861177444458
514,0.0,0,0.6749367713928223
515,0.0,0,0.6843631267547607
516,0.0,0,0.7101192474365234
517,0.0,0,0.6789722442626953
518,0.0,0,0.6708931922912598
519,0.0,0,0.7130320072174072
520,0.0,0,0.6584506034851074
521,0.0,0,0.6563258171081543
522,0.0,0,0.7023317813873291
523,0.0,0,0.67569899559021
524,0.0,0,0.6843917369842529
525,0.0,0,0.7320222854614258
526,0.0,0,0.642035961151123
527,0.0,0,0.6863269805908203
528,0.0,0,0.629688024520874
529,0.0,0,0.6885476112365723
530,0.0,0,0.7307062149047852
531,0.0,0,0.6745615005493164
532,0.0,0,0.6722297668457031
533,0.0,0,0.711125373840332
534,0.0,0,0.6545290946960449
535,0.0,0,0.6653239727020264
536,0.0,0,0.7397410869598389
537,0.0,0,0.6972002983093262
538,0.0,0,0.7234010696411133
539,0.0,0,0.6784257888793945
540,0.0,0,0.67230224609375
541,0.0,0,0.7149138450622559
542,0.0,0,0.6769416332244873
543,0.0,0,0.7048897743225098
544,0.0,0,0.6554172039031982
545,0.0,0,0.6548285484313965
546,0.0,0,0.679999828338623
547,0.0,0,0.6545398235321045
548,0.0,0,0.6662068367004395
549,0.0,0,0.7027781009674072
550,0.0,0,0.6657650470733643
551,0.0,0,0.6848118305206299
552,0.0,0,0.7232041358947754
553,0.0,0,0.6759698390960693
554,0.0,0,0.68184494972229
555,0.0,0,0.728839635848999
556,0.0,0,0.692009687423706
557,0.0,0,0.7225849628448486
558,0.0,0,0.689875602722168
559,0.0,0,0.6996588706970215
560,0.0,0,0.7349352836608887
561,0.25,1,0.6503705978393555
562,0.0,0,0.6857335567474365
563,0.0,0,0.7253303527832031
564,0.0,0,0.7013454437255859
565,0.0,0,0.6802856922149658
566,0.25,1,0.7097976207733154
567,0.0,0,0.6698207855224609
568,0.0,0,0.68746018409729
569,0.0,0,0.758091926574707
570,0.0,0,0.6730625629425049
571,0.0,0,0.7032034397125244
572,0.25,1,0.666964054107666
573,0.0,0,0.6491355895996094
574,0.0,0,0.7111718654632568
575,0.0,0,0.6618068218231201
576,0.0,0,0.6694297790527344
577,0.0,0,0.7112407684326172
578,0.0,0,0.6668970584869385
579,0.0,0,0.6574485301971436
580,0.0,0,0.7111611366271973
581,0.0,0,0.680701732635498
582,0.0,0,0.7180330753326416
583,0.0,0,0.6870341300964355
584,0.25,1,0.6725811958312988
585,0.0,0,0.7158787250518799
586,0.0,0,0.6744933128356934
587,0.625,2,0.6493422985076904
588,0.0,0,0.7426819801330566
589,0.0,0,0.6785798072814941
590,0.0,0,0.7214632034301758
591,0.0,0,0.6733062267303467
592,0.0,0,0.673879861831665
593,0.0,0,0.7277450561523438
594,0.25,1,0.6773960590362549
595,0.0,0,0.6743123531341553
596,0.25,1,0.7219369411468506
597,0.0,0,0.6663336753845215
598,0.0,0,0.6727957725524902
599,0.0,0,0.7210681438446045
600,0.0,0,0.6651015281677246
601,0.0,0,0.6746563911437988
602,0.0,0,0.7173471450805664
603,0.0,0,0.6333599090576172
604,0.25,1,0.7074189186096191
605,0.0,0,0.6329731941223145
606,0.25,1,0.6584718227386475
607,0.0,0,0.697364091873169
608,0.0,0,0.6479685306549072
609,0.25,1,0.6627733707427979
610,0.0,0,0.7073221206665039
611,0.0,0,0.6780331134796143
612,0.0,0,0.6885056495666504
613,0.0,0,0.7174015045166016
614,0.0,0,0.6714828014373779
615,0.0,0,0.6931982040405273
616,0.0,0,0.7031745910644531
617,0.0,0,0.6814525127410889
618,0.0,0,0.7233598232269287
619,0.0,0,0.6777784824371338
620,0.0,0,0.6742830276489258
621,0.25,1,0.7035648822784424
622,0.0,0,0.6556098461151123
623,0.0,0,0.6554200649261475
624,0.0,0,0.7257978916168213
625,0.0,0,0.6388952732086182
626,0.0,0,0.7327620983123779
627,0.25,1,0.6210057735443115
628,0.0,0,0.6766843795776367
629,0.0,0,0.7243020534515381
630,0.25,1,0.6618654727935791
631,0.0,0,0.6901259422302246
632,0.0,0,0.712954044342041
633,0.0,0,0.6713268756866455
634,0.25,1,0.7337286472320557
635,0.0,0,0.6809024810791016
636,0.0,0,0.6487109661102295
637,0.25,1,0.7195370197296143
638,0.0,0,0.6652693748474121
639,0.0,0,0.6664574146270752
640,0.0,0,0.751272439956665
641,0.25,1,0.6871111392974854
642,0.375,1,0.6604557037353516
643,0.0,0,0.7106375694274902
644,0.0,0,0.6613779067993164
645,0.0,0,0.7124667167663574
646,0.375,1,0.6536498069763184
647,0.25,1,0.6708774566650391
648,0.0,0,0.7257893085479736
649,0.0,0,0.6738128662109375
650,0.0,0,0.6690165996551514
651,0.0,0,0.698683500289917
652,0.0,0,0.6678628921508789
653,0.0,0,0.6648929119110107
654,0.25,1,0.6812930107116699
655,0.0,0,0.6644997596740723
656,0.0,0,0.7166533470153809
657,0.0,0,0.7032091617584229
658,0.375,1,0.667046308517456
659,0.0,0,0.7292304039001465
660,0.0,0,0.6668117046356201
661,0.0,0,0.654045820236206
662,0.0,0,0.69358229637146
663,0.0,0,0.6703250408172607
664,0.0,0,0.663163423538208
665,0.0,0,0.715630292892456
666,0.0,0,0.667534351348877
667,0.0,0,0.7091696262359619
668,0.0,0,0.6148560047149658
669,0.0,0,0.6561503410339355
670,0.25,1,0.7239418029785156
671,0.0,0,0.6965451240539551
672,0.0,0,0.6884934902191162
673,0.0,0,0.7547280788421631
674,0.0,0,0.6839735507965088
675,0.0,0,0.6625576019287109
676,0.0,0,0.7091770172119141
677,0.25,1,0.7027180194854736
678,0.0,0,0.6903479099273682
679,0.0,0,0.740225076675415
680,0.0,0,0.6711535453796387
681,0.0,0,0.7382268905639648
682,0.0,0,0.6654009819030762
683,0.0,0,0.6746892929077148
684,0.0,0,0.7348604202270508
685,0.0,0,0.6484189033508301
686,0.0,0,0.6751289367675781
687,0.0,0,0.718656063079834
688,0.25,1,0.6766602993011475
689,0.0,0,0.7368221282958984
690,0.25,1,0.6642999649047852
691,0.0,0,0.6629219055175781
692,0.0,0,0.7115583419799805
693,0.0,0,0.6431035995483398
694,0.0,0,0.6513628959655762
695,0.25,1,0.7286438941955566
696,0.0,0,0.6680295467376709
697,0.0,0,0.7039351463317871
698,0.0,0,0.6593446731567383
699,0.0,0,0.6669478416442871
700,0.25,1,0.7205619812011719
701,0.0,0,0.6903939247131348
702,0.0,0,0.6764864921569824
703,0.0,0,0.7257161140441895
704,0.0,0,0.6574430465698242
705,0.0,0,0.6545860767364502
706,0.25,1,0.7335786819458008
707,0.25,1,0.6625630855560303
708,0.0,0,0.6778481006622314
709,0.0,0,0.7205963134765625
710,0.0,0,0.6433861255645752
711,0.0,0,0.6322224140167236
712,0.0,0,0.7300493717193604
713,0.0,0,0.6402626037597656
714,0.0,0,0.6735320091247559
715,0.0,0,0.7061519622802734
716,0.0,0,0.6684818267822266
717,0.25,1,0.7549855709075928
718,0.0,0,0.6885888576507568
719,0.0,0,0.6848461627960205
720,0.0,0,0.7356586456298828
721,0.0,0,0.6747074127197266
722,0.375,1,0.6625661849975586
723,0.0,0,0.7682740688323975
724,0.0,0,0.7023231983184814
725,0.0,0,0.6783838272094727
726,0.0,0,0.7736940383911133
727,0.0,0,0.667945146560669
728,0.0,0,0.6859567165374756
729,0.0,0,0.7231526374816895
730,0.0,0,0.662431001663208
731,0.25,1,0.6764578819274902
732,0.0,0,0.6918208599090576
733,0.0,0,0.6756784915924072
734,0.0,0,0.7086129188537598
735,0.0,0,0.7083578109741211
736,0.0,0,0.6935112476348877
737,0.0,0,0.7275831699371338
738,0.0,0,0.6784777641296387
739,0.0,0,0.6797242164611816
740,0.0,0,0.7110679149627686
741,0.375,1,0.6678152084350586
742,0.0,0,0.7264978885650635
743,0.5,2,0.6585495471954346
744,0.0,0,0.6801414489746094
745,0.0,0,0.7127060890197754
746,0.25,1,0.6530606746673584
747,0.25,1,0.6748945713043213
748,0.0,0,0.7348453998565674
749,0.0,0,0.6825206279754639
750,0.0,0,0.7165074348449707
751,0.0,0,0.6606597900390625
752,0.0,0,0.6991031169891357
753,0.0,0,0.7598145008087158
754,0.0,0,0.6784260272979736
755,0.0,0,0.6805777549743652
756,0.0,0,0.7238459587097168
757,0.0,0,0.6555356979370117
758,0.0,0,0.6688542366027832
759,0.0,0,0.7123467922210693
760,0.0,0,0.668510913848877
761,0.0,0,0.6491315364837646
762,0.0,0,0.7374446392059326
763,0.0,0,0.6682076454162598
764,0.0,0,0.7426066398620605
765,0.0,0,0.6844537258148193
766,0.0,0,0.6919116973876953
767,0.0,0,0.7111635208129883
768,0.0,0,0.6629669666290283
769,0.0,0,0.6763575077056885
770,0.0,0,0.724064826965332
771,0.0,0,0.6819372177124023
772,0.0,0,0.6763083934783936
773,0.0,0,0.7249903678894043
774,0.0,0,0.6699221134185791
775,0.375,1,0.7316701412200928
776,0.0,0,0.6494991779327393
777,0.375,1,0.6660656929016113
778,0.0,0,0.7157542705535889
779,0.0,0,0.6804165840148926
780,0.0,0,0.6793370246887207
781,0.0,0,0.7126498222351074
782,0.25,1,0.6565189361572266
783,0.0,0,0.6847391128540039
784,0.0,0,0.6557760238647461
785,0.0,0,0.6669526100158691
786,0.0,0,0.7245714664459229
787,0.0,0,0.6669225692749023
788,0.0,0,0.6584100723266602
789,0.0,0,0.732579231262207
790,0.0,0,0.641549825668335
791,0.0,0,0.6723153591156006
792,0.0,0,0.7263691425323486
793,0.0,0,0.672921895980835
794,0.0,0,0.6578347682952881
795,0.0,0,0.7081091403961182
796,0.0,0,0.6578733921051025
797,0.0,0,0.6604702472686768
798,0.25,1,0.7288694381713867
799,0.0,0,0.6756381988525391
800,0.0,0,0.7312929630279541
801,0.0,0,0.6708765029907227
802,0.0,0,0.6849715709686279
803,0.0,0,0.7116847038269043
804,0.0,0,0.6649963855743408
805,0.0,0,0.6623649597167969
806,0.0,0,0.7305982112884521
807,0.0,0,0.6618609428405762
808,0.0,0,0.6734600067138672
809,0.0,0,0.73874831199646
810,0.375,1,0.6756734848022461
811,0.0,0,0.6933948993682861
812,0.25,1,0.6522915363311768
813,0.375,1,0.6517250537872314
814,0.0,0,0.716414213180542
815,0.0,0,0.6698110103607178
816,0.25,1,0.6642427444458008
817,0.25,1,0.7185475826263428
818,0.0,0,0.6515085697174072
819,0.0,0,0.6598677635192871
820,0.0,0,0.7003302574157715
821,0.0,0,0.68746018409729
822,0.0,0,0.7464399337768555
823,0.0,0,0.6723554134368896
824,0.0,0,0.6665961742401123
825,0.0,0,0.7157764434814453
826,0.0,0,0.6649394035339355
